poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,politician_id,politician,yes,no,alternate_answers
88200,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Opt-In Panel,6.0,,9/11/24,9/13/24,,"",,209747,3018,rv,,rv,,9/17/24 13:09,"",https://elections.harrisx.com/public/harrisx-permanent-political-debate-11-to-13.html,,,https://elections.harrisx.com/public/harrisx-permanent-political-debate-11-to-13.html,"",,,6826,Kamala Harris,48.0,46.0,6.0
88157,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,,9/12/24,9/12/24,,"",,209311,2500,rv,,rv,,9/13/24 12:51,"",https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-12-september-2024/,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-12-september-2024/,,,"",,,6826,Kamala Harris,45.0,37.0,18.0
88176,1842,Global Strategy Group/North Star Opinion Research,"2054,2055",Financial Times | U. Michigan Ross School of Business,Global Strategy Group/North Star Opinion Research,822,Global Strategy Group/North Star Opinion Research,,,Online Opt-In Panel,3.5,,9/11/24,9/12/24,,"",,209512,1002,rv,,rv,,9/15/24 12:58,"",https://www.ft.com/content/5f68cc51-f608-4fab-bfa3-8a9187236116,https://www.ft.com/content/5f68cc51-f608-4fab-bfa3-8a9187236116,https://globalstrategygroup.app.box.com/s/0zodxpr2qs8wo3rqvjxlkg56iq4zr447,,"",false,,6826,Kamala Harris,48.0,49.0,3.0
88075,1797,HarrisX/Harris Poll,763,Harvard CAPS,HarrisX/Harris Poll,133,Harris Insights & Analytics,1.5,-0.1,Online Opt-In Panel,7.0,,9/4/24,9/5/24,,"",,208177,2358,rv,,rv,,9/9/24 11:41,"",https://harvardharrispoll.com/wp-content/uploads/2024/09/HHP_Sep2024_KeyResults.pdf,https://harvardharrispoll.com/wp-content/uploads/2024/09/HHP_Sep2024_KeyResults.pdf,,https://harvardharrispoll.com/wp-content/uploads/2024/09/HHP_Sep2024_Crosstabs.pdf,"",,,6826,Kamala Harris,47.0,47.0,6.0
88124,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,1.1,0.2,Online Opt-In Panel,1.0,,9/3/24,9/5/24,,"",,209054,800,lv,,lv,,9/10/24 15:02,"",https://senopportunity.org/wp-content/uploads/2024/09/2024-09-SOF-63-Public-Deck.pdf,https://senopportunity.org/wp-content/uploads/2024/09/2024-09-SOF-63-Public-Deck.pdf,,,"",,REP,6826,Kamala Harris,45.0,49.0,0
88030,294,McLaughlin,1989,America's New Majority Project,McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.6,Online Opt-In Panel,4.0,,8/29/24,9/1/24,,"",,207775,1000,rv,,rv,,9/5/24 08:50,"split sample; question wording ""Do you approve or disapprove of the job Kamala Harris is doing as Vice President?""",https://americasnewmajorityproject.com/state-of-play-trump-harris-tied-nationally/,https://americasnewmajorityproject.com/state-of-play-trump-harris-tied-nationally/,https://americasnewmajorityproject.com/wp-content/uploads/2024/09/20240901-NationalANMP-Topline.pdf,https://americasnewmajorityproject.com/wp-content/uploads/2024/09/20240901-NationalANMP-Tabs.pdf,"",,REP,6826,Kamala Harris,47.8,52.2,0
88030,294,McLaughlin,1989,America's New Majority Project,McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.6,Online Opt-In Panel,4.0,,8/29/24,9/1/24,,"",,207776,1000,rv,,rv,,9/5/24 08:50,"split sample; question wording ""Do you approve or disapprove of the job Kamala Harris is doing as Joe Biden's Vice President?""",https://americasnewmajorityproject.com/state-of-play-trump-harris-tied-nationally/,https://americasnewmajorityproject.com/state-of-play-trump-harris-tied-nationally/,https://americasnewmajorityproject.com/wp-content/uploads/2024/09/20240901-NationalANMP-Topline.pdf,https://americasnewmajorityproject.com/wp-content/uploads/2024/09/20240901-NationalANMP-Tabs.pdf,"",,REP,6826,Kamala Harris,46.2,53.8,0
88030,294,McLaughlin,1989,America's New Majority Project,McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.6,Online Opt-In Panel,4.0,,8/29/24,9/1/24,,"",,207777,893,lv,,lv,,9/5/24 08:50,"split sample; question wording ""Do you approve or disapprove of the job Kamala Harris is doing as Vice President?""",https://americasnewmajorityproject.com/state-of-play-trump-harris-tied-nationally/,https://americasnewmajorityproject.com/state-of-play-trump-harris-tied-nationally/,https://americasnewmajorityproject.com/wp-content/uploads/2024/09/20240901-NationalANMP-Topline.pdf,https://americasnewmajorityproject.com/wp-content/uploads/2024/09/20240901-NationalANMP-Tabs.pdf,"",,REP,6826,Kamala Harris,48.2,51.8,0
88030,294,McLaughlin,1989,America's New Majority Project,McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.6,Online Opt-In Panel,4.0,,8/29/24,9/1/24,,"",,207778,885,lv,,lv,,9/5/24 08:50,"split sample; question wording ""Do you approve or disapprove of the job Kamala Harris is doing as Joe Biden's Vice President?""",https://americasnewmajorityproject.com/state-of-play-trump-harris-tied-nationally/,https://americasnewmajorityproject.com/state-of-play-trump-harris-tied-nationally/,https://americasnewmajorityproject.com/wp-content/uploads/2024/09/20240901-NationalANMP-Topline.pdf,https://americasnewmajorityproject.com/wp-content/uploads/2024/09/20240901-NationalANMP-Tabs.pdf,"",,REP,6826,Kamala Harris,46.7,53.3,0
88005,1741,ActiVote,"","",ActiVote,721,ActiVote,,,App Panel,8.0,,8/1/24,8/31/24,,"",,207626,1998,rv,,rv,,9/2/24 12:50,"",https://www.activote.net/bidens-approval-improves-further-while-harris-approval-steadies/,,,https://www.activote.net/bidens-approval-improves-further-while-harris-approval-steadies/,"",false,,6826,Kamala Harris,44.9,52.5,2.7
88025,770,TIPP,"","",TIPP Insights,144,TIPP Insights,1.8,-0.4,Online Opt-In Panel,3.0,,8/28/24,8/30/24,,"",,207774,1582,a,,a,,9/5/24 08:50,"",https://tippinsights.com/voters-question-harriss-authenticity-and-preparedness/,https://tippinsights.com/voters-question-harriss-authenticity-and-preparedness/,,,"",,,6826,Kamala Harris,44.0,44.0,13.0
88004,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,,8/29/24,8/29/24,,"",,207625,2500,rv,,rv,,9/2/24 12:50,"",https://redfieldandwiltonstrategies.com/us-presidential-election-national-voting-intention-29-august/,https://redfieldandwiltonstrategies.com/us-presidential-election-national-voting-intention-29-august/,,,"",,,6826,Kamala Harris,43.0,42.0,15.0
87945,458,Suffolk,135,USA Today,Suffolk University,323,Suffolk University,2.9,-1.0,Live Phone,8.0,,8/25/24,8/28/24,,"",,207665,1000,lv,,lv,,9/3/24 08:48,"",https://www.usatoday.com/story/news/politics/elections/2024/09/03/poll-dems-boosted-gop-shaken-as-harris-trump-race-is-joined/74995919007/,https://www.usatoday.com/story/news/politics/elections/2024/09/03/poll-dems-boosted-gop-shaken-as-harris-trump-race-is-joined/74995919007/,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2024/9_3_2024_corrected_national_marginals_2.pdf,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2024/9_3_2024_corrected_national_tables_2.pdf,"",,,6826,Kamala Harris,46.7,46.4,6.9
87950,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,,Live Phone/Text-to-Web,6.0,,8/24/24,8/28/24,,"",,207414,1500,rv,,rv,,8/29/24 20:12,"",https://www.wsj.com/politics/elections/trump-harris-poll-august-election-2024-e6fa024e,https://www.wsj.com/politics/elections/trump-harris-poll-august-election-2024-e6fa024e,https://prod-i.a.dj.com/public/resources/documents/WSJ-Partial_Crosstabs_Aug_2024.pdf,,"",,,6826,Kamala Harris,42.0,51.0,7.0
87982,921,Clarity,"","",Clarity Campaign Labs,52,Clarity Campaign Labs,1.6,-0.2,Online Opt-In Panel,1.0,,8/23/24,8/28/24,,"",,207554,1238,lv,,lv,,8/30/24 14:53,"",https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/66d20908a1d92939e8f3314a/1725040905143/%5BAll%5D+Clarity+Omnibus+Overview+-+August+2024.pdf,,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/66d20908a1d92939e8f3314a/1725040905143/%5BAll%5D+Clarity+Omnibus+Overview+-+August+2024.pdf,,"",,,6826,Kamala Harris,48.0,46.0,6.0
87918,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,8/22/24,8/26/24,,"",,207156,1788,a,,a,,8/28/24 10:05,"",https://www.yahoo.com/news/the-2024-dnc-has-come-to-a-close-but-these-are-the-viral-moments-well-remember-165305384.html,https://www.yahoo.com/news/the-2024-dnc-has-come-to-a-close-but-these-are-the-viral-moments-well-remember-165305384.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/20240826_pol.pdf,"",,,6826,Kamala Harris,42.0,46.0,12.0
87918,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,8/22/24,8/26/24,,"",,207157,1192,rv,,rv,,8/28/24 10:05,"",https://www.yahoo.com/news/the-2024-dnc-has-come-to-a-close-but-these-are-the-viral-moments-well-remember-165305384.html,https://www.yahoo.com/news/the-2024-dnc-has-come-to-a-close-but-these-are-the-viral-moments-well-remember-165305384.html,,https://d3nkl3psvxxpe9.cloudfront.net/documents/20240826_pol.pdf,"",,,6826,Kamala Harris,45.0,50.0,6.0
87899,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,2.7,-0.8,Online Opt-In Panel,9.0,,8/23/24,8/25/24,,"",,206895,1031,lv,,lv,,8/26/24 13:30,"",https://echeloninsights.com/in-the-news/aug2024-verified-voter-omnibus/,https://echeloninsights.com/in-the-news/aug2024-verified-voter-omnibus/,https://echelonin.wpenginepowered.com/wp-content/uploads/August-2024-Voter-Omnibus-EXTERNAL-Topline.pdf,https://echelonin.wpenginepowered.com/wp-content/uploads/August-Omnibus-Crosstabs-EXTERNAL.pdf,"",,,6826,Kamala Harris,50.0,48.0,2.0
87924,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,8/23/24,8/25/24,,"",,207230,1028,a,,a,,8/28/24 13:43,"",https://www.ipsos.com/en-us/reuters-ipsos-core-political-survey-presidential-approval-tracker-august-2024,https://www.ipsos.com/en-us/reuters-ipsos-core-political-survey-presidential-approval-tracker-august-2024,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%2008%2028%202024%20PDF.pdf,,"",,,6826,Kamala Harris,39.0,48.0,13.0
88300,1406,Navigator,"","",Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),1.3,0.3,,4.5,,8/22/24,8/25/24,,"",,210391,1000,rv,,rv,,9/24/24 08:58,"",https://navigatorresearch.org/wp-content/uploads/2024/09/Navigator-August-2-Topline-F09.17.24-PR.pdf,,https://navigatorresearch.org/wp-content/uploads/2024/09/Navigator-August-2-Topline-F09.17.24-PR.pdf,,"",,,6826,Kamala Harris,45.0,49.0,6.0
87875,169,Gallup,"","",Gallup,112,Gallup,2.5,-0.4,Live Phone,10.0,,8/1/24,8/20/24,,"",,206696,1015,a,,a,,8/22/24 20:25,"",https://news.gallup.com/poll/649127/democrats-give-harris-nearly-unanimous-positive-ratings.aspx,https://news.gallup.com/poll/649127/democrats-give-harris-nearly-unanimous-positive-ratings.aspx,,,"",,,6826,Kamala Harris,47.0,49.0,3.0
87871,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,2.6,-1.2,,10.0,,8/1/24,8/15/24,,"",,206671,6067,lv,,lv,,8/22/24 14:42,"",https://www.dataforprogress.org/insights/2024/8/22/harris-can-win-swing-voters-by-emphasizing-populist-economic-policies-and-protecting-freedoms,https://www.dataforprogress.org/insights/2024/8/22/harris-can-win-swing-voters-by-emphasizing-populist-economic-policies-and-protecting-freedoms,https://www.filesforprogress.org/datasets/2024/8/dfp_harris_trump_swing_voter_report.pdf,,"",false,,6826,Kamala Harris,50.0,48.0,3.0
87794,241,Ipsos,"378,379",The Washington Post | ABC News,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,8/9/24,8/13/24,,"",,206216,2336,a,,a,,8/18/24 12:01,"",https://abcnews.go.com/Politics/harris-trump-poll-election-issues/story?id=112865487,https://abcnews.go.com/Politics/harris-trump-poll-election-issues/story?id=112865487,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-08/Topline-abc-post-ipsos-081824.pdf,https://docs.google.com/spreadsheets/d/1IMeEXjlWFyHsN8UItbpGEMRtZbglHdDhNwQQVrG_0fM/edit?gid=0#gid=0,"",,,6826,Kamala Harris,39.0,49.0,12.0
87794,241,Ipsos,"378,379",The Washington Post | ABC News,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,8/9/24,8/13/24,,"",,206325,1975,rv,,rv,,8/19/24 10:47,"",https://www.washingtonpost.com/politics/2024/08/18/harris-trump-post-abc-ipsos-poll/,https://www.washingtonpost.com/politics/2024/08/18/harris-trump-post-abc-ipsos-poll/,https://www.ipsos.com/sites/default/files/ct/news/documents/2024-08/Topline-abc-post-ipsos-081824.pdf,https://docs.google.com/spreadsheets/d/1IMeEXjlWFyHsN8UItbpGEMRtZbglHdDhNwQQVrG_0fM/edit?gid=0#gid=0,"",,,6826,Kamala Harris,41.0,52.0,8.0
87722,1886,Quantus Polls and News,2184,TrendingPolitics,Quantus Polls and News,859,Quantus Insights,,,Online Opt-In Panel,8.5,,8/7/24,8/8/24,,"",,205655,1000,rv,,rv,,8/10/24 15:35,"",https://quantus.substack.com/p/2024-presidential-race-harris-holds,https://quantus.substack.com/p/2024-presidential-race-harris-holds,,https://docs.google.com/document/d/1mY_edsLgmI3plfjSHXLpu2_8Ogr9IGf9/edit,"",,REP,6826,Kamala Harris,47.3,46.9,5.8
87733,1842,Global Strategy Group/North Star Opinion Research,"2054,2055",Financial Times | U. Michigan Ross School of Business,Global Strategy Group/North Star Opinion Research,822,Global Strategy Group/North Star Opinion Research,,,Online Opt-In Panel,3.5,,8/1/24,8/5/24,,"",,205695,1001,rv,,rv,,8/12/24 19:51,"",https://www.ft.com/content/cf9a7c4d-3b82-4867-892c-f4f95daebbc7,https://www.ft.com/content/cf9a7c4d-3b82-4867-892c-f4f95daebbc7,https://globalstrategygroup.app.box.com/s/k8otlzvi1vo0hu187vhaig40y6uhykxx,,"",false,,6826,Kamala Harris,46.0,48.0,7.0
87783,1406,Navigator,"","",Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),1.3,0.3,Online Opt-In Panel,4.5,,8/1/24,8/4/24,,"",,211470,1000,rv,,rv,,10/3/24 08:44,"",https://navigatorresearch.org/wp-content/uploads/2024/09/Navigator-September-Topline-Results-091624.pdf,,https://navigatorresearch.org/wp-content/uploads/2024/09/Navigator-September-Topline-Results-091624.pdf,,"",,,6826,Kamala Harris,47.0,48.0,5.0
87863,1416,HarrisX,400,Deseret News,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Opt-In Panel,6.0,,8/2/24,8/3/24,,"",,206572,1011,rv,,rv,,8/22/24 09:18,"",https://www.deseret.com/politics/2024/08/19/poll-could-pessimism-about-the-economy-sink-kamala-harris/,https://www.deseret.com/politics/2024/08/19/poll-could-pessimism-about-the-economy-sink-kamala-harris/,,https://html-crosstabs.s3.amazonaws.com/Deseret+Religion+and+Political+Violence%2C+HOP+8.3.2024+vF3.html,"",,,6826,Kamala Harris,46.0,47.0,7.0
87695,770,TIPP,"","",TIPP Insights,144,TIPP Insights,1.8,-0.4,Online Opt-In Panel,3.0,,7/31/24,8/2/24,,"",,205346,1488,a,,a,,8/7/24 09:24,"",https://tippinsights.com/biden-and-harris-tweedle-dum-and-tweedle-dee-in-the-ratings/,https://tippinsights.com/biden-and-harris-tweedle-dum-and-tweedle-dee-in-the-ratings/,,,"",,,6826,Kamala Harris,41.0,46.0,14.0
87665,1888,UMass Amherst/YouGov,1233,WCVB-TV,University of Massachusetts Department of Political Science/YouGov,354,University of Massachusetts Department of Political Science,,0.0,Online Matched Sample,7.5,,7/29/24,8/1/24,,"",,205430,1000,rv,,rv,,8/7/24 20:18,"",https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/_layouts/15/onedrive.aspx?ga=1&id=%2Fpersonal%2Fcrystalpaul%5Fumass%5Fedu%2FDocuments%2FUMass%20Poll%20Polls%20for%20Web%20Posting%2FHarris%20Biden%20State%20of%20the%20Nation%20Poll%20%2D%20August%206%2C%202024%2FToplines%20Harris%20Biden%20State%20of%20the%20Nation%202024%20National%20Poll%20August%206%202024%2Epdf&parent=%2Fpersonal%2Fcrystalpaul%5Fumass%5Fedu%2FDocuments%2FUMass%20Poll%20Polls%20for%20Web%20Posting%2FHarris%20Biden%20State%20of%20the%20Nation%20Poll%20%2D%20August%206%2C%202024,,https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/_layouts/15/onedrive.aspx?ga=1&id=%2Fpersonal%2Fcrystalpaul%5Fumass%5Fedu%2FDocuments%2FUMass%20Poll%20Polls%20for%20Web%20Posting%2FHarris%20Biden%20State%20of%20the%20Nation%20Poll%20%2D%20August%206%2C%202024%2FToplines%20Harris%20Biden%20State%20of%20the%20Nation%202024%20National%20Poll%20August%206%202024%2Epdf&parent=%2Fpersonal%2Fcrystalpaul%5Fumass%5Fedu%2FDocuments%2FUMass%20Poll%20Polls%20for%20Web%20Posting%2FHarris%20Biden%20State%20of%20the%20Nation%20Poll%20%2D%20August%206%2C%202024,https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/_layouts/15/onedrive.aspx?ga=1&id=%2Fpersonal%2Fcrystalpaul%5Fumass%5Fedu%2FDocuments%2FUMass%20Poll%20Polls%20for%20Web%20Posting%2FHarris%20Biden%20State%20of%20the%20Nation%20Poll%20%2D%20August%206%2C%202024%2FCrosstabs%20Harris%20Biden%20State%20of%20the%20Nation%202024%20National%20Poll%20August%206%202024%2Epdf&parent=%2Fpersonal%2Fcrystalpaul%5Fumass%5Fedu%2FDocuments%2FUMass%20Poll%20Polls%20for%20Web%20Posting%2FHarris%20Biden%20State%20of%20the%20Nation%20Poll%20%2D%20August%206%2C%202024,"",false,,6826,Kamala Harris,46.0,47.0,7.0
87662,1741,ActiVote,"","",ActiVote,721,ActiVote,,,App Panel,8.0,,7/22/24,7/31/24,,"",,205190,1500,rv,,rv,,8/3/24 16:02,"",https://www.activote.net/bidens-approval-improves-while-harris-approval-skyrockets/,https://www.activote.net/bidens-approval-improves-while-harris-approval-skyrockets/,,,"",false,,6826,Kamala Harris,45.7,50.9,3.4
87619,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,,7/29/24,7/29/24,,"",,204784,1750,rv,,rv,,7/30/24 13:32,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-29-july-2024/,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-29-july-2024/,,,"",,,6826,Kamala Harris,42.0,41.0,19.0
87630,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.9,Probability Panel,9.5,,7/26/24,7/28/24,,"",,204977,1025,a,,a,,7/31/24 18:44,"",https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%2007%2031%202024.pdf,,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%2007%2031%202024.pdf,,"",,,6826,Kamala Harris,39.0,48.0,13.0
87651,1873,Big Data Poll,2133,Public Polling Project,Big Data Poll,251,Big Data Poll,1.1,0.2,Live Phone/Online Opt-In Panel/Text-to-Web,7.0,,7/26/24,7/28/24,,"",,205044,3097,rv,,rv,,8/1/24 12:45,"",https://www.bigdatapoll.com/blog/national-poll-trump-holds-narrower-lead-post-biden-drop-out/,https://www.bigdatapoll.com/blog/national-poll-trump-holds-narrower-lead-post-biden-drop-out/,,https://application.marketsight.com/app/ItemView.aspx?SharedFor=public%40bigdatapoll.com&SharedBy=34090&id=0112af02-ce4e-4d19-98be-b1be017475b4,"",,,6826,Kamala Harris,46.5,48.9,4.7
87651,1873,Big Data Poll,2133,Public Polling Project,Big Data Poll,251,Big Data Poll,1.1,0.2,Live Phone/Online Opt-In Panel/Text-to-Web,7.0,,7/26/24,7/28/24,,"",,205045,2919,lv,,lv,,8/1/24 12:45,"",https://www.bigdatapoll.com/blog/national-poll-trump-holds-narrower-lead-post-biden-drop-out/,https://www.bigdatapoll.com/blog/national-poll-trump-holds-narrower-lead-post-biden-drop-out/,,https://application.marketsight.com/app/ItemView.aspx?SharedFor=public%40bigdatapoll.com&SharedBy=34090&id=0112af02-ce4e-4d19-98be-b1be017475b4,"",,,6826,Kamala Harris,47.7,49.0,3.4
87580,1822,Fabrizio/GBAO,276,Wall Street Journal,"Fabrizio, Lee & Associates/GBAO",796,"Fabrizio, Lee & Associates/GBAO",,,,6.0,,7/23/24,7/25/24,,"",,204499,1000,rv,,rv,,7/26/24 20:17,"",https://www.wsj.com/politics/elections/harris-erases-trumps-lead-wsj-poll-finds-e286144d,https://www.wsj.com/politics/elections/harris-erases-trumps-lead-wsj-poll-finds-e286144d,https://prod-i.a.dj.com/public/resources/documents/WSJ_Poll_LateJuly_2024.pdf?mod=ANLink,,"",,,6826,Kamala Harris,41.0,50.0,9.0
87579,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Opt-In Panel,6.0,,7/22/24,7/25/24,,"",,204416,3013,rv,,rv,,7/26/24 19:58,"",https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,,,"",,,6826,Kamala Harris,39.0,57.0,4.0
87579,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Opt-In Panel,6.0,,7/22/24,7/25/24,,"",,204417,2472,lv,,lv,,7/26/24 19:58,"",https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,https://www.harrisx.com/posts/harrisx-forbes-poll-kamala-harris-entrance-has-reset-race-against-trump,,,"",,,6826,Kamala Harris,41.0,58.0,1.0
87589,356,OnMessage Inc.,1758,Senate Opportunity Fund,OnMessage,239,OnMessage Inc.,1.1,0.2,Online Opt-In Panel,1.0,,7/22/24,7/24/24,,"",,204538,800,lv,,lv,,7/27/24 13:46,"",https://senopportunity.org/wp-content/uploads/2024/07/2024-07-SOF-62-Public-Deck.pdf,,https://senopportunity.org/wp-content/uploads/2024/07/2024-07-SOF-62-Public-Deck.pdf,,"",,REP,6826,Kamala Harris,43.0,51.0,0
87529,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,7/19/24,7/22/24,,"",,203912,1743,a,,a,,7/23/24 15:10,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-kamala-harris-has-a-huge-head-start-for-the-democratic-nomination--and-the-strongest-numbers-against-trump-143447808.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-kamala-harris-has-a-huge-head-start-for-the-democratic-nomination--and-the-strongest-numbers-against-trump-143447808.html,,https://www.scribd.com/document/752747800/20240722-pol,"",,,6826,Kamala Harris,35.0,48.0,16.0
87529,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,7/19/24,7/22/24,,"",,203913,1178,rv,,rv,,7/23/24 15:10,"",https://www.yahoo.com/news/new-yahoo-newsyougov-poll-kamala-harris-has-a-huge-head-start-for-the-democratic-nomination--and-the-strongest-numbers-against-trump-143447808.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-kamala-harris-has-a-huge-head-start-for-the-democratic-nomination--and-the-strongest-numbers-against-trump-143447808.html,,https://www.scribd.com/document/752747800/20240722-pol,"",,,6826,Kamala Harris,39.0,51.0,10.0
87521,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Opt-In Panel,6.0,,7/19/24,7/21/24,,"",,203696,2753,rv,,rv,,7/22/24 15:20,"",https://www.harrisx.com/content/hop-july-19-21-2024,,,https://www.harrisx.com/content/hop-july-19-21-2024,"",,,6826,Kamala Harris,38.0,54.0,8.0
87521,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Opt-In Panel,6.0,,7/19/24,7/21/24,,"",,203697,2169,lv,,lv,,7/22/24 15:20,"",https://www.harrisx.com/content/hop-july-19-21-2024,,,https://www.harrisx.com/content/hop-july-19-21-2024,"",,,6826,Kamala Harris,39.0,56.0,5.0
87661,1741,ActiVote,"","",ActiVote,721,ActiVote,,,App Panel,8.0,,7/1/24,7/20/24,,"",,205189,1500,rv,,rv,,8/3/24 16:02,"",https://www.activote.net/bidens-approval-improves-while-harris-approval-skyrockets/,https://www.activote.net/bidens-approval-improves-while-harris-approval-skyrockets/,,,"",false,,6826,Kamala Harris,33.1,60.7,6.1
87437,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,7/13/24,7/16/24,,"",,203246,1582,a,,a,,7/17/24 10:04,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_SFkiutc.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_SFkiutc.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_sPu9WiO.pdf,"",,,6826,Kamala Harris,36.0,48.0,17.0
87437,568,YouGov,352,Economist,YouGov,391,YouGov,3.0,-1.1,Online Matched Sample,9.0,,7/13/24,7/16/24,,"",,203247,1404,rv,,rv,,7/17/24 10:04,"",https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_sPu9WiO.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_sPu9WiO.pdf,"",,,6826,Kamala Harris,39.0,51.0,9.0
87431,1562,Redfield & Wilton Strategies,"","",Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Opt-In Panel,9.0,,7/15/24,7/15/24,,"",,203141,3500,rv,,rv,,7/16/24 13:03,"",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-15-july-2024/,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-15-july-2024/,,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F07%2FJoe-Biden-Administration-Approval-Ratings-and-Hypothetical-Voting-Intention-15-July-2024.xlsx&wdOrigin=BROWSELINK,"",,,6826,Kamala Harris,39.0,41.0,21.0
87435,1416,HarrisX,2097,Forbes,HarrisX,133,Harris Insights & Analytics,1.5,-0.1,Online Opt-In Panel,6.0,,7/13/24,7/15/24,,"",,203206,1918,rv,,rv,,7/17/24 09:44,"",https://www.harrisx.com/content/trump-assassination-attempt-full-results,,,https://www.harrisx.com/content/trump-assassination-attempt-full-results,"",,,6826,Kamala Harris,39.0,54.0,7.0
