itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_hispanic,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_maricopa_county,region_north_east,region_pima_county,region_west,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy,x2024_vote_includes_third_parties_oth
How satisfied are you with the way things are going in your life these days?,(If not supporting Trump)  Would you say there’s some chance you will support Donald Trump or not really any chance?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Some chance,3%,3%,2%,9%,2%,2%,<1%,2%,5%,2%,3%,3%,3%,1%,1%,5%,3%,3%,5%,0%,3%,2%,3%,4%,0%,11%,3%,0%,4%,9%
How satisfied are you with the way things are going in your life these days?,Not really any chance,47%,39%,54%,56%,45%,42%,51%,42%,56%,57%,51%,44%,49%,38%,60%,55%,50%,45%,54%,26%,56%,47%,33%,96%,0%,74%,97%,0%,58%,66%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,1%,2%,0%,2%,1%,3%,2%,0%,0%,<.5%,2%,<1%,4%,0%,0%,2%,2%,0%,0%,2%,1%,<1%,<.5%,0%,15%,0%,0%,0%,10%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Donald Trump,49%,56%,42%,35%,52%,55%,45%,53%,39%,41%,45%,51%,47%,57%,39%,40%,45%,50%,42%,74%,38%,50%,64%,0%,100%,0%,0%,100%,38%,15%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If candidate selected in presidential race, including third-party candidates) What is the MAIN reason you are planning to vote for [CANDIDATE SELECTED]?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If candidate selected in presidential race, including third-party candidates) What is the MAIN reason you are planning to vote for [CANDIDATE SELECTED]?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(If candidate selected in presidential race, including third-party candidates) What is the MAIN reason you are planning to vote for [CANDIDATE SELECTED]?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,[VOL] Positive view of candidate's policies,23%,23%,24%,29%,21%,24%,23%,23%,24%,23%,25%,23%,23%,23%,28%,22%,22%,25%,23%,27%,19%,24%,30%,23%,25%,5%,23%,26%,19%,9%
How satisfied are you with the way things are going in your life these days?,[VOL] Negative view of opponent's policies,7%,6%,8%,4%,7%,10%,6%,8%,6%,5%,8%,6%,9%,6%,5%,6%,8%,7%,5%,5%,10%,4%,6%,4%,9%,12%,4%,9%,6%,7%
How satisfied are you with the way things are going in your life these days?,[VOL] Positive view of candidate's character/competence,16%,16%,16%,10%,8%,12%,29%,15%,16%,18%,14%,17%,16%,15%,10%,20%,16%,18%,10%,17%,15%,15%,18%,21%,11%,21%,21%,12%,19%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Negative view of opponent's character/competence,24%,25%,22%,34%,29%,20%,17%,27%,14%,24%,22%,24%,26%,28%,16%,18%,27%,17%,21%,18%,30%,24%,14%,34%,14%,34%,35%,11%,32%,46%
How satisfied are you with the way things are going in your life these days?,[VOL] Voting to support a political party,2%,2%,2%,2%,2%,3%,2%,2%,3%,3%,3%,2%,3%,2%,4%,2%,2%,<1%,3%,6%,3%,2%,2%,3%,2%,3%,4%,2%,0%,3%
How satisfied are you with the way things are going in your life these days?,[VOL] The economy (including jobs and the stock market),13%,16%,10%,9%,12%,16%,11%,12%,18%,10%,12%,13%,12%,12%,15%,15%,9%,14%,23%,16%,8%,15%,17%,2%,22%,5%,2%,24%,2%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Inflation/the cost of living,1%,<1%,2%,<1%,3%,1%,<1%,<1%,3%,0%,1%,<1%,1%,<.5%,2%,2%,<1%,2%,0%,2%,1%,<1%,1%,0%,2%,5%,0%,2%,3%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Abortion,1%,<1%,2%,2%,<1%,2%,1%,1%,3%,0%,<1%,2%,<1%,2%,1%,2%,2%,0%,0%,4%,<1%,<1%,3%,2%,2%,0%,2%,2%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Immigration,4%,5%,3%,2%,5%,6%,4%,5%,4%,4%,5%,4%,5%,4%,3%,4%,3%,7%,6%,4%,1%,7%,5%,<.5%,8%,0%,<.5%,8%,3%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] The state of democracy/corruption,2%,1%,3%,<1%,<1%,<1%,5%,2%,2%,2%,3%,1%,2%,1%,7%,<.5%,2%,3%,2%,0%,3%,1%,1%,3%,2%,0%,3%,2%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Other (specify),3%,3%,3%,3%,7%,2%,<1%,3%,1%,8%,3%,3%,1%,4%,9%,2%,4%,0%,4%,0%,5%,4%,0%,3%,2%,15%,2%,1%,11%,20%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,<1%,4%,5%,3%,4%,0%,2%,5%,3%,<1%,4%,1%,2%,0%,6%,3%,6%,<1%,0%,3%,3%,2%,5%,<1%,0%,3%,<1%,4%,14%
How satisfied are you with the way things are going in your life these days?,Number of respondents,451,244,203,75,91,155,107,296,87,58,201,249,144,152,50,94,274,61,61,55,171,167,113,196,235,20,173,214,47,17
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,15%,22%,29%,28%,65%,20%,13%,37%,63%,26%,39%,10%,23%,60%,13%,14%,13%,39%,36%,26%,43%,53%,4%,37%,49%,10%,4%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If supporting Kennedy in presidential race) Are you mostly voting FOR Robert F. Kennedy Jr. or AGAINST the other candidates in the race?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If supporting Kennedy in presidential race) Are you mostly voting FOR Robert F. Kennedy Jr. or AGAINST the other candidates in the race?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(If supporting Kennedy in presidential race) Are you mostly voting FOR Robert F. Kennedy Jr. or AGAINST the other candidates in the race?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,For Robert F. Kennedy Jr.,48%,66%,34%,43%,39%,68%,25%,52%,57%,11%,48%,48%,50%,52%,46%,44%,42%,46%,69%,53%,55%,38%,50%,41%,41%,66%,-,-,48%,-
How satisfied are you with the way things are going in your life these days?,Against the other candidates,46%,34%,55%,57%,42%,27%,75%,48%,43%,49%,43%,47%,50%,48%,35%,46%,49%,54%,23%,47%,45%,44%,50%,55%,46%,34%,-,-,46%,-
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,6%,0%,11%,0%,19%,5%,0%,0%,0%,40%,9%,6%,0%,0%,19%,10%,9%,0%,8%,0%,0%,18%,0%,4%,13%,0%,-,-,6%,-
How satisfied are you with the way things are going in your life these days?,Number of respondents,47,24,23,16,12,14,3,25,17,5,9,38,4,21,5,17,24,11,9,3,18,16,13,14,19,14,,,47,
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,42%,58%,37%,26%,24%,8%,45%,40%,15%,14%,86%,7%,37%,7%,49%,53%,25%,16%,7%,39%,34%,26%,36%,38%,26%,,,100%,
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"In general, how satisfied are you with your choice of candidates in this fall’s presidential election?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"In general, how satisfied are you with your choice of candidates in this fall’s presidential election?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"In general, how satisfied are you with your choice of candidates in this fall’s presidential election?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Very satisfied,29%,27%,32%,9%,17%,30%,48%,32%,26%,23%,28%,30%,27%,35%,32%,22%,29%,24%,24%,42%,25%,31%,33%,23%,39%,3%,29%,43%,8%,<1%
How satisfied are you with the way things are going in your life these days?,Somewhat satisfied,31%,33%,28%,38%,29%,34%,26%,31%,28%,32%,31%,30%,32%,31%,31%,29%,30%,40%,34%,20%,32%,30%,29%,34%,32%,9%,36%,32%,32%,15%
How satisfied are you with the way things are going in your life these days?,Not too satisfied,18%,16%,19%,30%,24%,13%,10%,16%,19%,21%,20%,16%,23%,12%,14%,22%,18%,17%,17%,16%,17%,20%,17%,22%,14%,20%,19%,12%,27%,28%
How satisfied are you with the way things are going in your life these days?,Not at all satisfied,20%,22%,18%,22%,28%,20%,11%,19%,22%,23%,19%,21%,18%,20%,21%,23%,19%,19%,25%,19%,22%,18%,20%,19%,14%,63%,14%,12%,34%,51%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,2%,2%,<.5%,2%,2%,4%,2%,5%,1%,1%,3%,<1%,2%,1%,4%,3%,0%,0%,3%,4%,2%,<1%,2%,2%,5%,3%,2%,0%,5%
How satisfied are you with the way things are going in your life these days?,NET Satisfied,60%,60%,60%,47%,46%,64%,74%,63%,54%,55%,59%,60%,58%,66%,63%,51%,59%,64%,57%,62%,57%,61%,62%,57%,71%,12%,65%,75%,40%,16%
How satisfied are you with the way things are going in your life these days?,NET Not satisfied,38%,38%,38%,52%,52%,34%,22%,35%,42%,44%,39%,37%,41%,32%,35%,45%,38%,36%,43%,35%,39%,37%,37%,41%,27%,83%,32%,23%,60%,79%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How often do you pay attention to what's going on in government and politics?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How often do you pay attention to what's going on in government and politics?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,How often do you pay attention to what's going on in government and politics?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Always,37%,41%,34%,14%,20%,44%,56%,40%,29%,31%,44%,34%,44%,38%,38%,27%,37%,36%,35%,44%,34%,41%,38%,37%,39%,28%,43%,40%,26%,23%
How satisfied are you with the way things are going in your life these days?,Most of the time,32%,34%,31%,32%,37%,31%,33%,33%,25%,43%,36%,30%,34%,32%,41%,28%,33%,26%,33%,33%,32%,33%,31%,32%,32%,32%,32%,32%,35%,30%
How satisfied are you with the way things are going in your life these days?,About half of the time,15%,13%,16%,27%,19%,11%,8%,13%,22%,10%,13%,16%,13%,14%,13%,20%,13%,24%,17%,10%,14%,16%,14%,17%,12%,15%,15%,13%,23%,14%
How satisfied are you with the way things are going in your life these days?,Some of the time,11%,8%,14%,21%,18%,10%,2%,9%,19%,12%,7%,14%,8%,10%,8%,20%,13%,8%,11%,9%,15%,7%,11%,12%,11%,13%,7%,10%,14%,23%
How satisfied are you with the way things are going in your life these days?,Never,4%,4%,3%,6%,5%,5%,0%,3%,5%,4%,<1%,5%,1%,5%,0%,6%,3%,6%,4%,3%,4%,1%,6%,1%,4%,12%,2%,3%,2%,9%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<1%,0%,1%,<1%,0%,0%,<1%,1%,0%,0%,0%,1%,0%,2%,0%,0%,<1%,1%,0%,0%,1%,<.5%,0%,<.5%,1%,0%,0%,1%,0%,<1%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Do you approve or disapprove of the way Joe Biden is handling his job as president?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Do you approve or disapprove of the way Joe Biden is handling his job as president?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Do you approve or disapprove of the way Joe Biden is handling his job as president?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Strongly approve,16%,15%,17%,2%,8%,18%,29%,15%,13%,20%,21%,12%,20%,12%,23%,13%,18%,15%,10%,9%,17%,16%,13%,35%,1%,3%,44%,1%,2%,2%
How satisfied are you with the way things are going in your life these days?,Somewhat approve,19%,14%,24%,35%,20%,16%,13%,17%,27%,18%,19%,19%,19%,16%,19%,24%,22%,15%,21%,7%,23%,22%,10%,40%,3%,9%,43%,3%,12%,19%
How satisfied are you with the way things are going in your life these days?,Somewhat disapprove,16%,16%,16%,28%,22%,10%,10%,14%,20%,23%,11%,19%,10%,16%,16%,24%,15%,20%,20%,13%,17%,16%,16%,17%,12%,35%,8%,10%,42%,36%
How satisfied are you with the way things are going in your life these days?,Strongly disapprove,46%,53%,40%,30%,49%,54%,45%,51%,39%,34%,46%,46%,48%,52%,39%,36%,42%,49%,46%,67%,40%,44%,58%,4%,83%,43%,2%,85%,41%,36%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,3%,3%,6%,<1%,2%,4%,3%,1%,5%,3%,3%,3%,3%,3%,3%,3%,2%,3%,3%,3%,3%,3%,3%,1%,9%,3%,<1%,3%,8%
How satisfied are you with the way things are going in your life these days?,NET Approve,35%,29%,40%,37%,28%,34%,42%,32%,40%,38%,40%,32%,39%,28%,42%,38%,40%,30%,32%,16%,40%,38%,23%,75%,4%,12%,87%,4%,14%,20%
How satisfied are you with the way things are going in your life these days?,NET Disapprove,62%,68%,57%,57%,71%,64%,54%,64%,59%,57%,57%,65%,58%,68%,55%,60%,57%,68%,65%,80%,57%,59%,74%,21%,95%,79%,10%,95%,83%,72%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following."
How satisfied are you with the way things are going in your life these days?,Donald Trump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Donald Trump,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Donald Trump,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Very favorable,27%,29%,25%,13%,20%,31%,33%,32%,18%,18%,22%,30%,24%,37%,19%,18%,24%,24%,21%,55%,24%,22%,39%,<1%,55%,0%,<.5%,62%,0%,2%
How satisfied are you with the way things are going in your life these days?,Somewhat favorable,21%,26%,16%,21%,28%,23%,15%,21%,22%,19%,23%,20%,24%,18%,18%,22%,22%,21%,21%,15%,16%,25%,22%,3%,38%,12%,4%,35%,25%,16%
How satisfied are you with the way things are going in your life these days?,Somewhat unfavorable,6%,6%,7%,18%,6%,6%,1%,5%,10%,10%,5%,7%,6%,4%,3%,12%,7%,8%,5%,5%,6%,6%,7%,6%,5%,16%,4%,2%,20%,15%
How satisfied are you with the way things are going in your life these days?,Very unfavorable,44%,35%,51%,48%,45%,38%,46%,41%,47%,51%,49%,40%,46%,38%,60%,44%,45%,43%,53%,23%,51%,45%,30%,89%,2%,56%,90%,<1%,55%,57%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,3%,1%,<.5%,2%,2%,4%,2%,3%,3%,<1%,3%,<1%,2%,0%,4%,2%,4%,1%,2%,4%,<1%,2%,2%,<.5%,16%,2%,0%,0%,11%
How satisfied are you with the way things are going in your life these days?,NET Favorable,48%,56%,41%,33%,48%,54%,48%,53%,40%,36%,45%,50%,48%,56%,37%,40%,46%,45%,41%,71%,40%,48%,61%,4%,93%,12%,4%,97%,25%,17%
How satisfied are you with the way things are going in your life these days?,NET Unfavorable,50%,41%,58%,66%,51%,44%,48%,46%,57%,61%,54%,47%,52%,42%,63%,57%,52%,51%,57%,28%,56%,51%,37%,94%,7%,72%,94%,3%,75%,72%
How satisfied are you with the way things are going in your life these days?,Number of respondents,513,272,237,94,105,173,117,330,104,68,222,289,158,172,56,114,307,73,75,58,204,184,125,217,246,50,173,214,47,79
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,48%,51%,16%,23%,29%,27%,64%,21%,13%,36%,63%,26%,39%,10%,24%,60%,14%,15%,12%,40%,35%,25%,42%,49%,9%,33%,43%,9%,15%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Joe Biden,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Joe Biden,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Maricopa County,North / East,Pima County,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.
How satisfied are you with the way things are going in your life these days?,Very favorable,16%,14%,19%,3%,5%,16%,34%,15%,15%,23%,21%,14%,19%,13%,24%,16%,17%,17%,20%,9%,16%,19%,14%,37%,1%,0%,47%,2%,0%,2%
How satisfied are you with the way things are going in your life these days?,Somewhat favorable,23%,19%,26%,42%,26%,19%,13%,18%,35%,29%,21%,23%,22%,15%,22%,36%,26%,21%,21%,10%,27%,23%,15%,42%,5%,28%,44%,3%,26%,29%
How satisfied are you with the way things are going in your life these days?,Somewhat unfavorable,14%,13%,14%,17%,19%,12%,9%,12%,21%,9%,15%,13%,12%,13%,26%,13%,13%,11%,22%,9%,16%,12%,12%,14%,10%,28%,7%,9%,29%,33%
How satisfied are you with the way things are going in your life these days?,Very unfavorable,46%,53%,40%,37%,49%,52%,41%,53%,29%,39%,42%,49%,46%,57%,28%,35%,43%,49%,36%,72%,40%,44%,59%,6%,82%,39%,2%,85%,45%,31%
