itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_dane,region_east_north,region_milwau_city,region_milwau_suburbs,region_west,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy
How satisfied are you with the way things are going in your life these days?,Some chance,3%,3%,3%,6%,3%,1%,3%,2%,20%,5%,2%,3%,1%,2%,10%,10%,2%,3%,11%,1%,0%,5%,3%,1%,4%,0%,12%,2%,0%,5%
How satisfied are you with the way things are going in your life these days?,Not really any chance,50%,42%,57%,63%,50%,43%,54%,50%,64%,47%,61%,45%,60%,44%,68%,49%,78%,43%,64%,52%,41%,68%,54%,41%,94%,0%,76%,97%,0%,56%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,2%,2%,1%,4%,<1%,3%,1%,8%,10%,1%,3%,<.5%,1%,5%,12%,0%,<1%,12%,3%,0%,5%,3%,<1%,2%,0%,12%,<.5%,0%,0%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Donald Trump,45%,53%,38%,29%,43%,55%,41%,48%,9%,38%,36%,49%,38%,52%,16%,30%,20%,53%,13%,43%,59%,22%,40%,57%,0%,100%,0%,0%,100%,39%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If candidate selected in presidential race, including third-party candidates) What is the MAIN reason you are planning to vote for [CANDIDATE SELECTED]?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If candidate selected in presidential race, including third-party candidates) What is the MAIN reason you are planning to vote for [CANDIDATE SELECTED]?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"(If candidate selected in presidential race, including third-party candidates) What is the MAIN reason you are planning to vote for [CANDIDATE SELECTED]?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,[VOL] Positive view of candidate's policies,23%,19%,27%,12%,25%,20%,31%,23%,22%,25%,20%,25%,20%,24%,23%,25%,42%,23%,15%,23%,17%,25%,23%,23%,22%,24%,25%,24%,26%,17%
How satisfied are you with the way things are going in your life these days?,[VOL] Negative view of opponent's policies,5%,8%,3%,4%,4%,9%,3%,5%,0%,5%,6%,5%,6%,5%,0%,4%,4%,5%,10%,5%,7%,5%,4%,6%,2%,9%,0%,2%,10%,3%
How satisfied are you with the way things are going in your life these days?,[VOL] Positive view of candidate's character/competence,17%,20%,14%,22%,12%,14%,23%,17%,26%,8%,14%,19%,16%,19%,3%,20%,15%,15%,20%,23%,17%,18%,19%,16%,20%,13%,31%,20%,13%,19%
How satisfied are you with the way things are going in your life these days?,[VOL] Negative view of opponent's character/competence,27%,23%,31%,29%,28%,27%,25%,26%,28%,38%,30%,26%,28%,26%,48%,29%,25%,29%,20%,23%,30%,30%,27%,26%,40%,13%,38%,38%,11%,47%
How satisfied are you with the way things are going in your life these days?,[VOL] Voting to support a political party,6%,6%,5%,5%,9%,4%,7%,6%,0%,4%,5%,6%,4%,7%,6%,1%,1%,7%,5%,2%,10%,2%,7%,7%,5%,6%,5%,6%,6%,<1%
How satisfied are you with the way things are going in your life these days?,[VOL] The economy (including jobs and the stock market),8%,9%,8%,6%,9%,13%,4%,9%,3%,4%,8%,9%,9%,9%,3%,4%,4%,11%,4%,9%,6%,5%,7%,11%,2%,16%,0%,2%,17%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Inflation/the cost of living,3%,5%,2%,9%,4%,2%,2%,4%,0%,0%,3%,3%,3%,3%,0%,0%,2%,4%,0%,3%,4%,2%,2%,4%,0%,7%,0%,0%,8%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Abortion,1%,<1%,1%,3%,0%,1%,<1%,<1%,0%,3%,2%,<1%,<1%,1%,7%,0%,2%,<.5%,0%,3%,<1%,1%,2%,<1%,1%,<1%,0%,2%,<1%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Immigration,2%,2%,<1%,0%,<1%,3%,1%,2%,0%,1%,1%,2%,1%,2%,3%,0%,0%,3%,0%,<1%,0%,0%,2%,2%,0%,3%,0%,0%,4%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] The state of democracy/corruption,2%,2%,2%,0%,2%,3%,2%,2%,0%,0%,4%,<1%,5%,<1%,0%,0%,2%,<1%,7%,4%,<1%,3%,1%,2%,3%,<1%,0%,4%,<1%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Other (specify),4%,4%,4%,10%,7%,2%,1%,3%,14%,6%,4%,4%,5%,3%,0%,13%,3%,2%,11%,5%,5%,6%,5%,3%,2%,6%,0%,2%,3%,12%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,1%,<1%,2%,0%,1%,3%,0%,<1%,6%,5%,1%,1%,<1%,<1%,7%,4%,0%,<.5%,8%,<1%,2%,3%,<.5%,<1%,2%,1%,0%,<1%,<1%,1%
How satisfied are you with the way things are going in your life these days?,Number of respondents,483,239,241,55,85,166,170,426,16,31,230,251,205,219,20,27,58,218,43,89,75,104,126,253,252,217,14,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,53%,13%,19%,37%,30%,86%,5%,8%,36%,64%,32%,54%,4%,9%,12%,47%,8%,18%,16%,21%,25%,54%,48%,48%,4%,43%,43%,11%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If supporting Kennedy in presidential race) Are you mostly voting FOR Robert F. Kennedy Jr. or AGAINST the other candidates in the race?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If supporting Kennedy in presidential race) Are you mostly voting FOR Robert F. Kennedy Jr. or AGAINST the other candidates in the race?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(If supporting Kennedy in presidential race) Are you mostly voting FOR Robert F. Kennedy Jr. or AGAINST the other candidates in the race?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,For Robert F. Kennedy Jr.,51%,55%,47%,81%,58%,32%,18%,58%,33%,0%,50%,51%,51%,61%,0%,20%,32%,46%,71%,42%,61%,39%,50%,57%,27%,66%,58%,-,-,51%
How satisfied are you with the way things are going in your life these days?,Against the other candidates,44%,36%,51%,19%,29%,68%,82%,38%,67%,79%,39%,46%,38%,39%,100%,71%,50%,51%,29%,38%,39%,61%,26%,40%,73%,22%,42%,-,-,44%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,5%,9%,2%,0%,13%,0%,0%,4%,0%,21%,10%,3%,11%,0%,0%,10%,18%,3%,0%,20%,0%,0%,24%,2%,0%,12%,0%,-,-,5%
How satisfied are you with the way things are going in your life these days?,Number of respondents,42,19,22,9,16,9,7,33,3,4,17,25,15,18,1,6,5,18,4,5,10,10,7,25,12,19,11,,,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,39%,60%,23%,38%,27%,11%,76%,12%,9%,29%,71%,26%,49%,1%,20%,8%,44%,8%,9%,30%,28%,14%,58%,33%,39%,29%,,,100%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"In general, how satisfied are you with your choice of candidates in this fall’s presidential election?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"In general, how satisfied are you with your choice of candidates in this fall’s presidential election?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"In general, how satisfied are you with your choice of candidates in this fall’s presidential election?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Very satisfied,24%,25%,24%,13%,15%,26%,36%,24%,33%,28%,20%,27%,17%,27%,39%,27%,25%,27%,32%,23%,14%,27%,25%,23%,21%,30%,10%,22%,35%,16%
How satisfied are you with the way things are going in your life these days?,Somewhat satisfied,33%,36%,31%,25%,34%,35%,35%,35%,23%,18%,36%,32%,38%,34%,26%,18%,36%,34%,26%,31%,37%,29%,32%,36%,34%,37%,2%,38%,40%,17%
How satisfied are you with the way things are going in your life these days?,Not too satisfied,22%,18%,25%,32%,25%,20%,15%,23%,15%,17%,24%,21%,25%,21%,13%,18%,14%,24%,14%,18%,29%,21%,19%,23%,23%,19%,22%,23%,17%,42%
How satisfied are you with the way things are going in your life these days?,Not at all satisfied,19%,19%,18%,28%,25%,17%,12%,17%,29%,33%,20%,18%,18%,16%,22%,33%,25%,14%,24%,27%,17%,21%,21%,17%,20%,11%,61%,17%,7%,25%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,2%,2%,2%,1%,2%,2%,1%,0%,4%,<1%,2%,<1%,2%,0%,4%,0%,1%,4%,2%,2%,2%,3%,1%,1%,2%,5%,1%,1%,0%
How satisfied are you with the way things are going in your life these days?,NET Satisfied,58%,61%,55%,38%,49%,61%,71%,59%,56%,46%,56%,59%,55%,61%,65%,45%,61%,61%,58%,53%,52%,57%,57%,59%,56%,68%,12%,59%,75%,33%
How satisfied are you with the way things are going in your life these days?,NET Not satisfied,40%,37%,43%,60%,49%,37%,27%,39%,44%,50%,43%,39%,44%,37%,35%,51%,39%,38%,38%,44%,46%,42%,40%,40%,43%,31%,83%,39%,24%,67%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How often do you pay attention to what's going on in government and politics?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How often do you pay attention to what's going on in government and politics?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,How often do you pay attention to what's going on in government and politics?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Always,38%,39%,37%,15%,27%,41%,53%,38%,29%,41%,46%,33%,44%,34%,59%,29%,44%,42%,38%,37%,23%,34%,39%,39%,38%,40%,23%,45%,45%,13%
How satisfied are you with the way things are going in your life these days?,Most of the time,34%,34%,35%,32%,31%,35%,38%,37%,16%,20%,31%,36%,33%,40%,18%,19%,32%,33%,20%,36%,45%,33%,37%,34%,35%,34%,33%,37%,33%,43%
How satisfied are you with the way things are going in your life these days?,About half of the time,11%,10%,13%,22%,20%,9%,4%,11%,20%,12%,11%,12%,10%,11%,20%,14%,7%,11%,15%,14%,11%,13%,11%,11%,12%,12%,4%,6%,11%,21%
How satisfied are you with the way things are going in your life these days?,Some of the time,14%,15%,12%,28%,15%,13%,5%,13%,27%,20%,10%,16%,12%,14%,0%,28%,17%,12%,15%,13%,18%,16%,12%,14%,13%,11%,37%,10%,10%,19%
How satisfied are you with the way things are going in your life these days?,Never,2%,1%,3%,2%,6%,2%,0%,1%,9%,6%,1%,3%,1%,2%,0%,10%,0%,1%,12%,<1%,3%,4%,<.5%,2%,2%,3%,0%,2%,1%,4%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<.5%,<1%,0%,<1%,<1%,0%,0%,0%,0%,1%,<.5%,<.5%,0%,0%,3%,0%,0%,<1%,0%,0%,0%,0%,<.5%,<.5%,0%,0%,3%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Do you approve or disapprove of the way Joe Biden is handling his job as president?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Do you approve or disapprove of the way Joe Biden is handling his job as president?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Do you approve or disapprove of the way Joe Biden is handling his job as president?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Strongly approve,16%,15%,17%,<1%,16%,13%,28%,15%,22%,23%,23%,13%,21%,12%,37%,17%,34%,13%,36%,12%,7%,26%,15%,12%,34%,<.5%,0%,40%,<.5%,0%
How satisfied are you with the way things are going in your life these days?,Somewhat approve,25%,23%,27%,30%,30%,22%,22%,25%,47%,19%,25%,25%,26%,25%,22%,33%,34%,20%,30%,29%,27%,36%,27%,20%,50%,3%,2%,49%,2%,24%
How satisfied are you with the way things are going in your life these days?,Somewhat disapprove,13%,8%,16%,29%,17%,10%,5%,13%,19%,8%,16%,11%,15%,11%,19%,9%,10%,13%,11%,13%,13%,11%,15%,12%,11%,11%,37%,7%,8%,27%
How satisfied are you with the way things are going in your life these days?,Strongly disapprove,44%,51%,36%,31%,36%,53%,43%,45%,5%,46%,36%,47%,37%,49%,22%,33%,19%,52%,15%,43%,53%,22%,41%,54%,2%,86%,52%,1%,90%,44%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,2%,3%,9%,<1%,1%,2%,2%,8%,4%,<1%,4%,<1%,3%,0%,7%,2%,2%,8%,4%,<1%,4%,2%,2%,4%,0%,10%,3%,0%,6%
How satisfied are you with the way things are going in your life these days?,NET Approve,41%,38%,44%,31%,46%,35%,50%,40%,69%,42%,48%,38%,47%,37%,59%,50%,69%,33%,66%,41%,34%,63%,42%,32%,84%,3%,2%,89%,2%,24%
How satisfied are you with the way things are going in your life these days?,NET Disapprove,56%,60%,53%,61%,53%,63%,48%,58%,24%,54%,52%,58%,52%,60%,41%,43%,29%,66%,26%,56%,66%,33%,56%,66%,12%,97%,88%,9%,98%,70%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following."
How satisfied are you with the way things are going in your life these days?,Donald Trump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Donald Trump,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Donald Trump,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Very favorable,22%,29%,16%,10%,11%,32%,23%,23%,0%,21%,12%,27%,12%,29%,17%,13%,7%,30%,7%,24%,14%,11%,24%,25%,<1%,47%,5%,1%,55%,0%
How satisfied are you with the way things are going in your life these days?,Somewhat favorable,19%,21%,18%,16%,27%,19%,16%,20%,9%,15%,21%,19%,22%,19%,12%,14%,9%,19%,6%,18%,35%,8%,18%,25%,<1%,41%,2%,<1%,37%,27%
How satisfied are you with the way things are going in your life these days?,Somewhat unfavorable,10%,12%,8%,18%,16%,7%,3%,8%,18%,19%,9%,9%,10%,7%,0%,23%,13%,7%,23%,9%,10%,16%,7%,9%,10%,8%,16%,5%,5%,18%
How satisfied are you with the way things are going in your life these days?,Very unfavorable,47%,39%,55%,51%,46%,41%,55%,47%,65%,45%,58%,42%,56%,42%,71%,46%,72%,42%,59%,49%,39%,63%,50%,40%,87%,3%,65%,93%,1%,49%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,<.5%,3%,5%,0%,1%,2%,2%,8%,0%,0%,3%,0%,2%,0%,4%,0%,2%,4%,<1%,2%,2%,1%,2%,1%,<1%,11%,<1%,<1%,6%
How satisfied are you with the way things are going in your life these days?,NET Favorable,41%,50%,34%,26%,38%,51%,39%,43%,9%,36%,33%,46%,34%,48%,29%,27%,15%,50%,13%,42%,49%,19%,42%,50%,2%,88%,7%,2%,93%,27%
How satisfied are you with the way things are going in your life these days?,NET Unfavorable,57%,50%,63%,69%,62%,48%,59%,55%,84%,64%,67%,52%,66%,49%,71%,69%,85%,48%,83%,58%,49%,79%,57%,48%,97%,11%,82%,97%,7%,67%
How satisfied are you with the way things are going in your life these days?,Number of respondents,533,258,271,67,99,175,184,464,18,38,253,277,222,240,25,30,62,237,47,105,82,113,146,274,272,229,32,234,196,42
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,46%,54%,14%,20%,35%,29%,85%,4%,9%,36%,63%,31%,53%,4%,9%,11%,46%,8%,19%,16%,21%,27%,52%,47%,45%,7%,38%,38%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Joe Biden,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Joe Biden,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Dane,East / North,Milwau. City,Milwau. Suburbs,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Very favorable,16%,15%,18%,4%,11%,11%,33%,16%,18%,24%,22%,14%,19%,13%,39%,16%,28%,14%,35%,11%,11%,23%,17%,14%,35%,0%,0%,41%,0%,0%
How satisfied are you with the way things are going in your life these days?,Somewhat favorable,29%,23%,34%,41%,40%,27%,19%,28%,69%,25%,28%,30%,28%,28%,34%,45%,45%,19%,43%,38%,27%,48%,32%,20%,54%,6%,9%,51%,4%,37%
How satisfied are you with the way things are going in your life these days?,Somewhat unfavorable,12%,13%,13%,26%,16%,11%,5%,14%,5%,8%,17%,10%,18%,11%,10%,6%,9%,14%,7%,7%,20%,9%,11%,15%,10%,12%,31%,7%,9%,21%
How satisfied are you with the way things are going in your life these days?,Very unfavorable,41%,49%,34%,24%,33%,50%,42%,42%,0%,43%,33%,45%,34%,46%,16%,30%,19%,51%,11%,43%,42%,19%,40%,50%,<1%,82%,49%,1%,88%,36%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,1%,<1%,1%,5%,0%,<1%,<1%,<1%,8%,0%,0%,2%,0%,1%,0%,4%,0%,2%,4%,0%,0%,2%,<.5%,1%,<.5%,0%,11%,0%,0%,6%
How satisfied are you with the way things are going in your life these days?,NET Favorable,45%,38%,52%,45%,51%,38%,52%,44%,87%,49%,50%,44%,48%,41%,73%,60%,73%,34%,77%,49%,38%,70%,49%,34%,89%,6%,9%,92%,4%,37%
