itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_hispanic,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_clark_county,region_rural,region_washoe_county,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy,x2024_vote_includes_third_parties_oth,party_id_dem
How satisfied are you with the way things are going in your life these days?,Not really any chance,43%,38%,49%,40%,40%,40%,51%,42%,44%,46%,52%,40%,54%,36%,44%,45%,45%,34%,42%,46%,45%,33%,89%,0%,79%,91%,0%,50%,65%,85%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,3%,1%,1%,2%,1%,4%,2%,2%,3%,2%,2%,3%,<.5%,0%,3%,3%,0%,<1%,2%,3%,0%,3%,0%,8%,2%,0%,0%,9%,2%
How satisfied are you with the way things are going in your life these days?,[PREVIOUSLY] Donald Trump,50%,55%,44%,48%,53%,55%,42%,54%,45%,44%,40%,54%,38%,63%,47%,43%,47%,63%,54%,47%,46%,64%,0%,100%,0%,0%,100%,45%,14%,8%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If candidate selected in presidential race, including third-party candidates) What is the MAIN reason you are planning to vote for [CANDIDATE SELECTED]?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"(If candidate selected in presidential race, including third-party candidates) What is the MAIN reason you are planning to vote for [CANDIDATE SELECTED]?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,"(If candidate selected in presidential race, including third-party candidates) What is the MAIN reason you are planning to vote for [CANDIDATE SELECTED]?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,[VOL] Positive view of candidate's policies,21%,22%,19%,25%,23%,15%,25%,21%,15%,27%,19%,21%,22%,19%,16%,23%,19%,21%,29%,23%,19%,20%,19%,22%,29%,19%,23%,23%,16%,26%
How satisfied are you with the way things are going in your life these days?,[VOL] Negative view of opponent's policies,7%,5%,9%,3%,5%,10%,7%,6%,8%,7%,7%,7%,6%,7%,7%,8%,6%,5%,14%,7%,5%,11%,5%,7%,14%,5%,8%,5%,18%,7%
How satisfied are you with the way things are going in your life these days?,[VOL] Positive view of candidate's character/competence,14%,14%,15%,19%,11%,10%,19%,13%,18%,13%,7%,17%,6%,17%,10%,17%,15%,17%,7%,12%,17%,14%,13%,15%,8%,10%,15%,21%,15%,10%
How satisfied are you with the way things are going in your life these days?,[VOL] Negative view of opponent's character/competence,27%,30%,25%,23%,30%,30%,22%,30%,23%,23%,37%,24%,37%,28%,35%,20%,27%,34%,23%,29%,25%,28%,37%,19%,49%,39%,15%,42%,34%,25%
How satisfied are you with the way things are going in your life these days?,[VOL] Voting to support a political party,5%,4%,6%,5%,4%,2%,8%,6%,5%,3%,4%,6%,3%,7%,5%,3%,6%,2%,<1%,3%,9%,<1%,8%,3%,0%,10%,3%,0%,2%,13%
How satisfied are you with the way things are going in your life these days?,[VOL] The economy (including jobs and the stock market),11%,11%,11%,7%,16%,13%,7%,11%,14%,8%,14%,9%,13%,10%,19%,9%,10%,16%,11%,11%,7%,16%,2%,18%,0%,1%,21%,2%,0%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Inflation/the cost of living,2%,2%,1%,2%,<1%,4%,0%,2%,0%,2%,0%,2%,0%,3%,0%,1%,2%,0%,<1%,<1%,3%,<1%,<1%,2%,0%,<1%,3%,0%,0%,<1%
How satisfied are you with the way things are going in your life these days?,[VOL] Abortion,<1%,0%,2%,<1%,2%,<.5%,0%,<1%,<1%,0%,1%,<1%,2%,<1%,0%,<.5%,<1%,3%,0%,<.5%,1%,<1%,1%,<.5%,0%,2%,<.5%,0%,0%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Immigration,3%,3%,2%,<.5%,<1%,4%,5%,4%,<1%,2%,4%,2%,5%,3%,3%,<1%,2%,<1%,6%,3%,3%,2%,0%,5%,0%,0%,6%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] The state of democracy/corruption,2%,3%,<1%,0%,<1%,3%,4%,3%,0%,2%,4%,1%,5%,2%,4%,0%,2%,0%,4%,2%,3%,0%,4%,<1%,0%,5%,<1%,0%,0%,4%
How satisfied are you with the way things are going in your life these days?,[VOL] Other (specify),4%,4%,5%,9%,6%,4%,<1%,3%,6%,8%,2%,5%,4%,2%,0%,10%,5%,2%,2%,4%,4%,7%,5%,5%,0%,4%,4%,5%,12%,6%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,2%,5%,7%,0%,6%,2%,<.5%,9%,5%,<.5%,4%,0%,<.5%,<1%,7%,4%,0%,2%,5%,3%,0%,5%,2%,0%,5%,3%,2%,3%,5%
How satisfied are you with the way things are going in your life these days?,Number of respondents,439,228,209,76,96,140,109,264,83,81,160,276,111,151,44,119,309,57,73,198,156,85,187,237,15,154,204,60,21,116
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,54%,46%,17%,25%,30%,24%,58%,20%,19%,29%,70%,19%,39%,9%,29%,71%,12%,17%,44%,36%,19%,39%,56%,5%,32%,48%,14%,6%,24%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If supporting Kennedy in presidential race) Are you mostly voting FOR Robert F. Kennedy Jr. or AGAINST the other candidates in the race?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If supporting Kennedy in presidential race) Are you mostly voting FOR Robert F. Kennedy Jr. or AGAINST the other candidates in the race?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,(If supporting Kennedy in presidential race) Are you mostly voting FOR Robert F. Kennedy Jr. or AGAINST the other candidates in the race?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,For Robert F. Kennedy Jr.,53%,51%,55%,49%,51%,58%,72%,42%,74%,53%,49%,55%,30%,46%,66%,61%,56%,5%,70%,56%,54%,48%,39%,56%,66%,-,-,53%,-,48%
How satisfied are you with the way things are going in your life these days?,Against the other candidates,35%,43%,23%,51%,26%,24%,28%,44%,18%,35%,48%,31%,64%,36%,34%,27%,34%,52%,30%,34%,36%,35%,48%,31%,25%,-,-,35%,-,21%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,12%,5%,22%,0%,23%,18%,0%,14%,8%,11%,3%,15%,5%,18%,0%,12%,11%,42%,0%,11%,10%,16%,13%,13%,9%,-,-,12%,-,32%
How satisfied are you with the way things are going in your life these days?,Number of respondents,60,33,26,19,17,15,8,28,14,17,19,41,11,17,7,24,43,7,10,23,21,16,21,28,11,,,60,,8
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,58%,41%,29%,33%,24%,12%,45%,22%,32%,24%,76%,12%,32%,10%,44%,71%,10%,19%,41%,33%,26%,31%,45%,24%,,,100%,,13%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"In general, how satisfied are you with your choice of candidates in this fall’s presidential election?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"In general, how satisfied are you with your choice of candidates in this fall’s presidential election?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,"In general, how satisfied are you with your choice of candidates in this fall’s presidential election?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Very satisfied,22%,22%,22%,11%,14%,26%,37%,30%,12%,14%,15%,26%,17%,37%,11%,14%,21%,31%,20%,20%,23%,26%,15%,30%,14%,19%,35%,14%,5%,22%
How satisfied are you with the way things are going in your life these days?,Somewhat satisfied,37%,38%,37%,49%,39%,33%,34%,32%,48%,41%,36%,38%,35%,29%,39%,47%,39%,31%,36%,41%,33%,36%,39%,40%,22%,43%,38%,38%,26%,40%
How satisfied are you with the way things are going in your life these days?,Not too satisfied,17%,17%,17%,22%,16%,16%,16%,17%,19%,19%,18%,17%,18%,16%,18%,19%,17%,14%,24%,16%,21%,14%,22%,15%,12%,22%,15%,15%,18%,23%
How satisfied are you with the way things are going in your life these days?,Not at all satisfied,22%,21%,23%,18%,30%,23%,11%,21%,20%,26%,29%,18%,28%,17%,31%,18%,22%,23%,19%,21%,22%,23%,23%,14%,49%,15%,12%,33%,48%,14%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,1%,<1%,<1%,1%,<1%,1%,2%,<1%,2%,<1%,2%,<1%,2%,<.5%,0%,2%,1%,2%,<1%,2%,<.5%,<1%,<.5%,1%,3%,<1%,1%,0%,3%,<1%
How satisfied are you with the way things are going in your life these days?,NET Satisfied,60%,61%,59%,59%,53%,59%,71%,62%,60%,54%,52%,63%,52%,67%,50%,61%,60%,62%,56%,61%,56%,62%,54%,70%,36%,63%,73%,52%,31%,62%
How satisfied are you with the way things are going in your life these days?,NET Not satisfied,39%,38%,40%,40%,46%,40%,27%,37%,38%,45%,47%,36%,46%,33%,50%,38%,39%,36%,43%,37%,43%,37%,45%,29%,61%,37%,26%,48%,66%,38%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How often do you pay attention to what's going on in government and politics?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How often do you pay attention to what's going on in government and politics?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,How often do you pay attention to what's going on in government and politics?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Always,34%,41%,25%,7%,26%,38%,54%,42%,10%,32%,46%,28%,52%,37%,32%,19%,33%,31%,38%,34%,30%,39%,36%,34%,24%,42%,37%,31%,17%,38%
How satisfied are you with the way things are going in your life these days?,Most of the time,26%,23%,30%,19%,25%,28%,31%,27%,29%,21%,27%,25%,32%,25%,21%,24%,25%,27%,29%,27%,25%,25%,29%,25%,22%,29%,27%,21%,22%,26%
How satisfied are you with the way things are going in your life these days?,About half of the time,16%,17%,15%,30%,15%,16%,4%,14%,20%,18%,8%,19%,5%,18%,15%,21%,18%,15%,8%,17%,16%,11%,13%,17%,19%,11%,14%,18%,25%,16%
How satisfied are you with the way things are going in your life these days?,Some of the time,20%,15%,25%,33%,29%,13%,9%,13%,33%,22%,16%,22%,7%,16%,31%,27%,19%,22%,21%,15%,25%,19%,17%,19%,27%,14%,17%,23%,31%,20%
How satisfied are you with the way things are going in your life these days?,Never,5%,5%,5%,11%,4%,4%,2%,4%,8%,7%,3%,6%,3%,4%,2%,9%,5%,5%,4%,6%,4%,6%,4%,5%,7%,4%,5%,7%,5%,<.5%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Do you approve or disapprove of the way Joe Biden is handling his job as president?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Do you approve or disapprove of the way Joe Biden is handling his job as president?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,Do you approve or disapprove of the way Joe Biden is handling his job as president?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Strongly approve,12%,11%,12%,3%,7%,9%,26%,16%,7%,6%,15%,9%,23%,11%,3%,8%,11%,7%,15%,13%,12%,7%,27%,3%,0%,37%,3%,0%,0%,35%
How satisfied are you with the way things are going in your life these days?,Somewhat approve,21%,20%,24%,31%,21%,17%,20%,17%,27%,25%,25%,20%,19%,17%,34%,24%,24%,14%,16%,19%,28%,15%,45%,5%,15%,47%,2%,26%,24%,37%
How satisfied are you with the way things are going in your life these days?,Somewhat disapprove,16%,13%,19%,26%,20%,14%,6%,11%,25%,20%,10%,17%,7%,13%,17%,23%,14%,21%,18%,18%,12%,18%,15%,12%,29%,11%,10%,30%,25%,13%
How satisfied are you with the way things are going in your life these days?,Strongly disapprove,48%,54%,42%,37%,48%,57%,45%,53%,38%,47%,45%,50%,46%,56%,46%,41%,48%,53%,48%,47%,46%,57%,9%,80%,44%,3%,84%,42%,40%,13%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,3%,3%,3%,4%,3%,3%,3%,3%,3%,4%,3%,6%,2%,0%,4%,3%,5%,3%,4%,3%,2%,4%,<.5%,11%,2%,<.5%,3%,12%,1%
How satisfied are you with the way things are going in your life these days?,NET Approve,33%,30%,36%,35%,27%,27%,46%,33%,35%,31%,41%,30%,42%,29%,37%,32%,35%,21%,31%,32%,40%,22%,72%,8%,15%,85%,5%,26%,24%,72%
How satisfied are you with the way things are going in your life these days?,NET Disapprove,64%,66%,61%,63%,68%,71%,51%,63%,63%,67%,55%,67%,53%,70%,63%,64%,62%,74%,66%,64%,57%,75%,24%,92%,73%,13%,95%,71%,64%,26%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following."
How satisfied are you with the way things are going in your life these days?,Donald Trump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Donald Trump,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,Donald Trump,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Very favorable,27%,27%,26%,14%,24%,31%,34%,33%,20%,16%,17%,30%,16%,42%,20%,17%,27%,32%,22%,27%,24%,31%,2%,51%,3%,2%,60%,7%,3%,3%
How satisfied are you with the way things are going in your life these days?,Somewhat favorable,22%,25%,18%,30%,21%,28%,9%,20%,23%,26%,24%,21%,24%,18%,25%,25%,21%,21%,23%,21%,20%,26%,6%,35%,15%,5%,36%,23%,13%,6%
How satisfied are you with the way things are going in your life these days?,Somewhat unfavorable,11%,10%,12%,17%,16%,6%,6%,5%,15%,20%,11%,11%,8%,3%,15%,19%,12%,4%,11%,9%,14%,8%,8%,9%,29%,4%,3%,31%,24%,11%
How satisfied are you with the way things are going in your life these days?,Very unfavorable,39%,36%,42%,34%,38%,32%,48%,41%,37%,36%,47%,35%,50%,36%,41%,35%,38%,42%,39%,41%,38%,35%,82%,3%,48%,86%,1%,37%,52%,78%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of,<.5%,<.5%,0%,0%,0%,<1%,0%,<.5%,0%,0%,<1%,0%,1%,0%,0%,0%,<.5%,0%,0%,<.5%,0%,0%,0%,0%,2%,0%,0%,0%,1%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,2%,2%,5%,0%,2%,3%,<1%,5%,2%,<1%,3%,<1%,<1%,0%,5%,1%,2%,5%,2%,3%,<1%,2%,1%,4%,2%,<.5%,2%,6%,2%
How satisfied are you with the way things are going in your life these days?,NET Favorable,48%,52%,44%,44%,45%,59%,43%,53%,43%,42%,41%,51%,40%,60%,44%,41%,49%,53%,44%,48%,45%,56%,8%,87%,18%,8%,95%,31%,16%,9%
How satisfied are you with the way things are going in your life these days?,NET Unfavorable,49%,46%,54%,51%,55%,38%,54%,46%,52%,57%,57%,46%,58%,39%,56%,54%,50%,45%,51%,50%,52%,43%,90%,12%,77%,91%,5%,68%,76%,89%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Joe Biden,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,Joe Biden,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Very favorable,12%,12%,13%,3%,6%,12%,28%,14%,12%,7%,14%,11%,19%,11%,4%,11%,13%,9%,11%,14%,14%,7%,31%,1%,0%,41%,1%,5%,<1%,37%
How satisfied are you with the way things are going in your life these days?,Somewhat favorable,23%,20%,25%,26%,23%,18%,22%,19%,30%,25%,31%,19%,24%,17%,43%,22%,25%,10%,21%,24%,26%,12%,49%,5%,12%,50%,3%,21%,26%,43%
How satisfied are you with the way things are going in your life these days?,Somewhat unfavorable,17%,16%,19%,41%,21%,10%,5%,11%,22%,26%,12%,19%,14%,10%,9%,28%,17%,15%,20%,15%,20%,16%,13%,15%,40%,6%,12%,36%,31%,11%
How satisfied are you with the way things are going in your life these days?,Very unfavorable,46%,50%,42%,28%,49%,58%,43%,54%,34%,40%,41%,49%,41%,62%,44%,36%,44%,65%,45%,45%,39%,64%,7%,78%,43%,2%,83%,37%,38%,9%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,2%,1%,1%,<1%,2%,2%,<1%,3%,2%,1%,2%,2%,<.5%,0%,3%,1%,2%,2%,2%,2%,<1%,<1%,1%,5%,1%,<1%,0%,4%,0%
How satisfied are you with the way things are going in your life these days?,NET Favorable,35%,32%,38%,30%,29%,30%,50%,33%,42%,32%,45%,30%,43%,28%,47%,33%,38%,19%,33%,37%,40%,19%,80%,7%,12%,91%,4%,26%,27%,80%
