itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_dekalb_fulton,region_inner_atlanta_suburbs,region_north,region_outer_atlanta_suburbs,region_south,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy
How satisfied are you with the way things are going in your life these days?,[VOL] Inflation/the cost of living,<1%,1%,<1%,4%,<1%,0%,0%,1%,0%,<1%,<1%,1%,<1%,2%,0%,<.5%,<.5%,1%,1%,0%,2%,0%,<1%,2%,<.5%,2%,0%,<.5%,2%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Abortion,<.5%,0%,<.5%,0%,0%,<.5%,0%,<.5%,0%,0%,<.5%,0%,<1%,0%,0%,0%,0%,0%,0%,<1%,0%,0%,<.5%,0%,<.5%,0%,0%,<.5%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Immigration,2%,2%,2%,2%,0%,2%,4%,2%,1%,3%,3%,1%,3%,1%,3%,1%,4%,2%,2%,3%,0%,2%,<1%,3%,0%,4%,0%,0%,4%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] The state of democracy/corruption,<1%,<.5%,<1%,1%,0%,0%,<1%,<.5%,<1%,<1%,1%,<.5%,<1%,0%,2%,<.5%,<.5%,0%,<1%,1%,0%,0%,<1%,<.5%,1%,0%,0%,1%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Other (specify),5%,4%,6%,9%,3%,4%,4%,5%,4%,9%,9%,3%,9%,3%,9%,3%,6%,1%,7%,7%,5%,6%,3%,7%,5%,5%,14%,4%,5%,12%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,4%,3%,5%,9%,9%,<1%,0%,2%,7%,7%,1%,6%,<1%,2%,2%,10%,7%,5%,3%,3%,4%,3%,5%,3%,6%,3%,0%,6%,3%,1%
How satisfied are you with the way things are going in your life these days?,Number of respondents,392,187,200,96,97,120,68,232,100,51,196,194,116,115,75,75,70,67,75,88,92,40,201,151,174,203,15,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,17%,24%,33%,23%,59%,27%,12%,37%,62%,22%,37%,15%,24%,17%,17%,19%,22%,26%,10%,50%,40%,44%,53%,3%,39%,48%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If supporting Kennedy in presidential race) Are you mostly voting FOR Robert F. Kennedy Jr. or AGAINST the other candidates in the race?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If supporting Kennedy in presidential race) Are you mostly voting FOR Robert F. Kennedy Jr. or AGAINST the other candidates in the race?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(If supporting Kennedy in presidential race) Are you mostly voting FOR Robert F. Kennedy Jr. or AGAINST the other candidates in the race?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,For Robert F. Kennedy Jr.,54%,45%,66%,58%,53%,51%,62%,55%,47%,42%,53%,59%,49%,71%,51%,42%,47%,14%,43%,71%,58%,21%,52%,63%,47%,53%,67%,-,-,54%
How satisfied are you with the way things are going in your life these days?,Against the other candidates,41%,47%,34%,38%,40%,49%,38%,45%,44%,29%,47%,30%,51%,29%,49%,34%,53%,86%,41%,29%,37%,79%,48%,24%,53%,37%,33%,-,-,41%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,5%,8%,0%,4%,8%,0%,0%,0%,9%,29%,0%,11%,0%,0%,0%,24%,0%,0%,16%,0%,5%,0%,0%,13%,0%,10%,0%,-,-,5%
How satisfied are you with the way things are going in your life these days?,Number of respondents,48,27,20,21,17,7,2,30,11,5,25,22,18,11,6,10,7,5,9,12,15,3,26,19,16,20,12,,,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,62%,36%,39%,40%,16%,4%,65%,20%,11%,52%,45%,38%,24%,10%,20%,13%,8%,19%,27%,33%,8%,54%,38%,32%,48%,20%,,,100%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"In general, how satisfied are you with your choice of candidates in this fall’s presidential election?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"In general, how satisfied are you with your choice of candidates in this fall’s presidential election?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"In general, how satisfied are you with your choice of candidates in this fall’s presidential election?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Very satisfied,24%,25%,23%,15%,15%,24%,46%,25%,25%,23%,23%,25%,21%,27%,28%,22%,20%,11%,34%,28%,26%,34%,19%,27%,23%,30%,5%,26%,36%,8%
How satisfied are you with the way things are going in your life these days?,Somewhat satisfied,35%,35%,35%,36%,32%,36%,36%,36%,35%,30%,31%,38%,31%,38%,31%,35%,31%,36%,37%,34%,35%,23%,34%,39%,37%,37%,17%,40%,39%,23%
How satisfied are you with the way things are going in your life these days?,Not too satisfied,20%,20%,19%,29%,19%,21%,8%,20%,15%,25%,22%,19%,24%,19%,18%,19%,26%,20%,17%,17%,20%,15%,22%,19%,22%,18%,22%,19%,16%,26%
How satisfied are you with the way things are going in your life these days?,Not at all satisfied,19%,20%,18%,18%,33%,17%,5%,17%,20%,22%,22%,17%,23%,15%,20%,21%,18%,31%,12%,21%,14%,22%,24%,11%,18%,13%,43%,14%,8%,43%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,<.5%,4%,1%,1%,2%,5%,1%,5%,0%,2%,2%,2%,1%,2%,2%,5%,<.5%,<1%,0%,5%,7%,<1%,3%,<.5%,1%,13%,<.5%,2%,0%
How satisfied are you with the way things are going in your life these days?,NET Satisfied,59%,60%,58%,51%,47%,60%,82%,61%,60%,53%,54%,62%,51%,65%,60%,58%,51%,48%,71%,63%,61%,57%,53%,67%,60%,67%,22%,67%,74%,31%
How satisfied are you with the way things are going in your life these days?,NET Not satisfied,39%,40%,37%,47%,52%,38%,14%,38%,35%,47%,45%,36%,47%,33%,39%,40%,44%,52%,28%,37%,34%,36%,46%,30%,40%,31%,64%,33%,24%,69%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How often do you pay attention to what's going on in government and politics?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How often do you pay attention to what's going on in government and politics?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,How often do you pay attention to what's going on in government and politics?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Always,32%,39%,24%,12%,23%,43%,39%,35%,23%,34%,38%,28%,37%,34%,36%,21%,34%,33%,35%,26%,32%,33%,33%,30%,31%,34%,25%,34%,38%,24%
How satisfied are you with the way things are going in your life these days?,Most of the time,29%,28%,30%,27%,31%,27%,33%,30%,31%,23%,32%,27%,33%,29%,33%,27%,27%,29%,25%,31%,31%,29%,29%,29%,33%,28%,18%,34%,28%,28%
How satisfied are you with the way things are going in your life these days?,About half of the time,14%,14%,14%,21%,14%,12%,9%,15%,10%,20%,11%,15%,14%,15%,9%,16%,8%,19%,16%,16%,10%,9%,15%,13%,13%,15%,11%,10%,14%,23%
How satisfied are you with the way things are going in your life these days?,Some of the time,20%,15%,26%,34%,26%,12%,16%,16%,27%,20%,16%,23%,14%,18%,18%,29%,21%,16%,21%,25%,18%,21%,20%,21%,20%,19%,27%,18%,16%,23%
How satisfied are you with the way things are going in your life these days?,Never,4%,4%,5%,6%,6%,6%,0%,4%,7%,3%,2%,6%,1%,5%,2%,7%,9%,2%,2%,2%,7%,9%,3%,5%,3%,3%,13%,4%,4%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<1%,<.5%,1%,0%,0%,0%,3%,0%,3%,0%,<.5%,0%,0%,0%,<1%,0%,0%,0%,<1%,0%,3%,0%,0%,2%,0%,0%,7%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Do you approve or disapprove of the way Joe Biden is handling his job as president?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Do you approve or disapprove of the way Joe Biden is handling his job as president?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Do you approve or disapprove of the way Joe Biden is handling his job as president?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Strongly approve,13%,15%,12%,2%,10%,17%,21%,8%,26%,11%,19%,10%,12%,6%,28%,17%,21%,11%,9%,9%,17%,24%,13%,11%,34%,<.5%,0%,39%,<.5%,3%
How satisfied are you with the way things are going in your life these days?,Somewhat approve,20%,15%,24%,19%,18%,26%,15%,12%,33%,23%,22%,18%,15%,10%,32%,30%,27%,27%,14%,14%,17%,16%,24%,15%,39%,5%,17%,42%,3%,4%
How satisfied are you with the way things are going in your life these days?,Somewhat disapprove,16%,15%,17%,32%,18%,9%,5%,16%,14%,15%,16%,16%,15%,16%,15%,14%,15%,25%,8%,18%,13%,8%,19%,14%,15%,14%,23%,9%,13%,41%
How satisfied are you with the way things are going in your life these days?,Strongly disapprove,45%,51%,39%,34%,51%,44%,51%,61%,17%,40%,37%,50%,54%,66%,16%,30%,31%,31%,63%,58%,41%,42%,41%,51%,8%,79%,28%,6%,82%,47%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,6%,5%,8%,13%,3%,4%,8%,3%,10%,11%,6%,5%,3%,3%,9%,9%,7%,6%,5%,1%,11%,10%,3%,9%,5%,1%,32%,4%,<1%,5%
How satisfied are you with the way things are going in your life these days?,NET Approve,33%,30%,36%,21%,28%,43%,36%,20%,59%,34%,41%,29%,27%,16%,59%,47%,48%,38%,23%,23%,35%,40%,37%,26%,73%,5%,17%,81%,4%,7%
How satisfied are you with the way things are going in your life these days?,NET Disapprove,61%,65%,57%,67%,69%,54%,56%,77%,31%,55%,53%,66%,69%,82%,32%,44%,46%,56%,72%,76%,54%,50%,59%,65%,23%,94%,51%,15%,95%,88%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following."
How satisfied are you with the way things are going in your life these days?,Donald Trump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Donald Trump,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Donald Trump,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Very favorable,26%,26%,28%,19%,18%,31%,38%,40%,4%,24%,19%,31%,28%,46%,9%,11%,12%,11%,47%,36%,25%,24%,18%,38%,<1%,52%,5%,<.5%,62%,3%
How satisfied are you with the way things are going in your life these days?,Somewhat favorable,20%,24%,17%,35%,21%,13%,18%,22%,12%,29%,16%,23%,20%,23%,10%,22%,17%,29%,22%,20%,17%,6%,25%,19%,5%,35%,11%,4%,32%,28%
How satisfied are you with the way things are going in your life these days?,Somewhat unfavorable,12%,16%,9%,22%,14%,12%,2%,11%,14%,12%,19%,9%,19%,7%,16%,12%,9%,16%,3%,12%,19%,11%,13%,11%,11%,10%,26%,8%,5%,37%
How satisfied are you with the way things are going in your life these days?,Very unfavorable,37%,33%,41%,23%,44%,42%,34%,26%,62%,30%,42%,35%,30%,24%,58%,50%,56%,43%,23%,32%,34%,52%,43%,26%,80%,2%,40%,84%,<.5%,25%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,4%,1%,6%,1%,3%,3%,8%,1%,8%,5%,4%,2%,2%,<1%,6%,4%,7%,1%,6%,0%,6%,7%,2%,6%,3%,<1%,19%,3%,<.5%,6%
How satisfied are you with the way things are going in your life these days?,NET Favorable,47%,50%,44%,54%,39%,43%,57%,61%,16%,53%,35%,54%,48%,69%,20%,33%,28%,40%,68%,56%,41%,30%,42%,57%,5%,87%,15%,4%,94%,31%
How satisfied are you with the way things are going in your life these days?,NET Unfavorable,49%,49%,50%,45%,58%,54%,36%,37%,76%,42%,61%,44%,50%,30%,75%,62%,65%,59%,26%,44%,53%,63%,56%,37%,91%,12%,66%,93%,5%,63%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Joe Biden,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Joe Biden,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Very favorable,14%,16%,13%,3%,8%,20%,23%,7%,29%,10%,16%,14%,10%,6%,25%,23%,20%,16%,11%,10%,15%,21%,15%,12%,36%,<.5%,<1%,42%,<.5%,3%
How satisfied are you with the way things are going in your life these days?,Somewhat favorable,23%,16%,30%,25%,27%,25%,15%,14%,39%,29%,28%,20%,19%,11%,42%,33%,36%,27%,18%,15%,22%,22%,29%,16%,45%,6%,20%,47%,5%,23%
How satisfied are you with the way things are going in your life these days?,Somewhat unfavorable,17%,17%,17%,36%,23%,9%,7%,18%,12%,22%,18%,16%,22%,15%,13%,17%,15%,24%,14%,17%,16%,11%,18%,18%,16%,17%,25%,9%,14%,32%
How satisfied are you with the way things are going in your life these days?,Very unfavorable,43%,49%,37%,33%,42%,44%,51%,60%,13%,37%,34%,48%,49%,66%,15%,24%,24%,31%,55%,57%,42%,38%,37%,50%,3%,76%,35%,2%,80%,38%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,2%,4%,3%,<1%,3%,4%,<1%,6%,1%,3%,2%,<1%,<1%,5%,2%,5%,2%,2%,<1%,5%,8%,1%,4%,<1%,<1%,20%,<1%,<1%,4%
How satisfied are you with the way things are going in your life these days?,NET Favorable,37%,32%,43%,28%,34%,44%,38%,21%,69%,40%,44%,34%,29%,18%,67%,56%,56%,43%,29%,25%,37%,43%,44%,28%,81%,7%,21%,89%,5%,26%
How satisfied are you with the way things are going in your life these days?,NET Unfavorable,60%,66%,54%,69%,65%,53%,58%,78%,25%,59%,53%,64%,71%,81%,29%,42%,39%,55%,70%,74%,58%,49%,55%,69%,18%,93%,60%,10%,94%,70%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,49%,50%,20%,24%,32%,21%,56%,29%,13%,36%,63%,19%,36%,15%,26%,18%,18%,18%,22%,26%,10%,50%,39%,39%,49%,12%,33%,40%,8%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Robert F. Kennedy Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Robert F. Kennedy Jr.,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Robert F. Kennedy Jr.,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",DeKalb / Fulton,Inner Atlanta Suburbs,North,Outer Atlanta Suburbs,South,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Very favorable,5%,5%,6%,5%,9%,6%,2%,5%,4%,7%,6%,5%,4%,6%,8%,2%,2%,4%,6%,4%,9%,0%,6%,6%,6%,5%,5%,5%,3%,30%
How satisfied are you with the way things are going in your life these days?,Somewhat favorable,38%,38%,38%,44%,45%,29%,40%,40%,35%,37%,31%,42%,36%,42%,24%,43%,30%,41%,33%,42%,40%,22%,40%,38%,25%,50%,27%,19%,48%,70%
How satisfied are you with the way things are going in your life these days?,Somewhat unfavorable,16%,16%,17%,19%,15%,22%,6%,17%,15%,22%,21%,14%,19%,16%,25%,13%,27%,20%,14%,17%,9%,21%,18%,13%,21%,13%,15%,23%,14%,0%
How satisfied are you with the way things are going in your life these days?,Very unfavorable,17%,24%,11%,9%,10%,22%,24%,16%,21%,14%,19%,17%,18%,16%,19%,19%,18%,12%,18%,16%,22%,27%,15%,19%,31%,9%,10%,35%,9%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of,7%,4%,9%,10%,6%,6%,5%,6%,5%,8%,5%,8%,4%,7%,5%,7%,4%,9%,12%,5%,5%,10%,6%,7%,5%,6%,13%,6%,8%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,16%,13%,19%,13%,14%,15%,24%,15%,20%,12%,19%,14%,19%,13%,18%,15%,19%,15%,17%,16%,15%,20%,15%,18%,12%,17%,30%,11%,18%,0%
How satisfied are you with the way things are going in your life these days?,NET Favorable,43%,43%,44%,49%,54%,35%,42%,46%,39%,44%,37%,47%,40%,48%,33%,45%,32%,45%,40%,46%,49%,22%,46%,45%,31%,56%,32%,24%,51%,100%
How satisfied are you with the way things are going in your life these days?,NET Unfavorable,34%,40%,28%,28%,26%,44%,30%,33%,36%,36%,39%,32%,37%,32%,44%,33%,45%,31%,32%,32%,31%,48%,33%,31%,52%,22%,24%,58%,24%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,470,213,251,130,118,134,74,261,127,69,227,240,123,137,95,99,86,88,84,103,109,51,242,177,190,224,56,151,180,48
