itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_detroit,region_detroit_metro,region_east,region_north,region_west,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy
How satisfied are you with the way things are going in your life these days?,[VOL] Immigration,3%,4%,1%,0%,2%,2%,6%,4%,0%,0%,2%,3%,2%,4%,0%,0%,0%,<1%,3%,6%,4%,0%,2%,5%,0%,6%,0%,0%,6%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] The state of democracy/corruption,<1%,<1%,1%,<1%,0%,1%,2%,1%,0%,0%,3%,0%,4%,0%,0%,0%,0%,2%,1%,0%,0%,0%,1%,<1%,2%,<.5%,0%,2%,<.5%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Other (specify),2%,2%,2%,0%,4%,2%,2%,1%,7%,4%,3%,2%,<1%,2%,9%,4%,5%,2%,3%,0%,2%,6%,3%,<.5%,3%,1%,6%,3%,1%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,4%,2%,5%,4%,7%,1%,3%,1%,17%,5%,3%,4%,3%,<1%,5%,14%,17%,5%,3%,<1%,<1%,11%,4%,<1%,5%,3%,0%,5%,2%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,450,245,202,60,121,143,111,355,52,33,210,238,174,180,32,53,27,153,143,61,66,58,229,163,209,222,19,193,199,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,15%,23%,32%,27%,76%,11%,10%,32%,67%,25%,51%,6%,15%,6%,33%,33%,15%,14%,13%,49%,38%,45%,51%,4%,41%,45%,11%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If supporting Kennedy in presidential race) Are you mostly voting FOR Robert F. Kennedy Jr. or AGAINST the other candidates in the race?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,(If supporting Kennedy in presidential race) Are you mostly voting FOR Robert F. Kennedy Jr. or AGAINST the other candidates in the race?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,(If supporting Kennedy in presidential race) Are you mostly voting FOR Robert F. Kennedy Jr. or AGAINST the other candidates in the race?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,For Robert F. Kennedy Jr.,53%,52%,53%,60%,20%,58%,74%,58%,46%,36%,39%,59%,28%,74%,73%,26%,0%,72%,47%,58%,18%,0%,57%,57%,54%,56%,46%,-,-,53%
How satisfied are you with the way things are going in your life these days?,Against the other candidates,47%,48%,47%,40%,80%,42%,26%,42%,54%,64%,61%,41%,72%,26%,27%,74%,100%,28%,53%,42%,82%,100%,43%,43%,46%,44%,54%,-,-,47%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-,-,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,48,27,21,13,13,14,8,37,5,6,21,27,19,18,2,9,3,18,16,4,7,5,25,18,12,20,16,,,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,57%,43%,34%,22%,30%,14%,71%,8%,21%,31%,69%,24%,47%,8%,21%,4%,43%,30%,9%,13%,8%,54%,38%,28%,43%,30%,,,100%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"In general, how satisfied are you with your choice of candidates in this fall’s presidential election?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"In general, how satisfied are you with your choice of candidates in this fall’s presidential election?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,"In general, how satisfied are you with your choice of candidates in this fall’s presidential election?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Very satisfied,24%,23%,25%,3%,18%,25%,44%,28%,14%,7%,16%,28%,19%,32%,6%,13%,17%,21%,30%,35%,10%,19%,22%,29%,19%,32%,6%,22%,38%,12%
How satisfied are you with the way things are going in your life these days?,Somewhat satisfied,33%,34%,33%,44%,32%,30%,29%,32%,44%,33%,34%,34%,33%,32%,41%,38%,41%,32%,29%,38%,36%,34%,30%,38%,40%,30%,19%,41%,32%,35%
How satisfied are you with the way things are going in your life these days?,Not too satisfied,18%,16%,19%,25%,21%,17%,12%,18%,16%,17%,18%,18%,20%,18%,11%,19%,17%,19%,19%,13%,17%,23%,20%,12%,21%,15%,15%,21%,14%,23%
How satisfied are you with the way things are going in your life these days?,Not at all satisfied,22%,23%,21%,25%,26%,26%,12%,20%,25%,36%,30%,18%,26%,16%,41%,25%,22%,26%,17%,13%,34%,18%,26%,18%,18%,18%,58%,14%,13%,30%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,4%,2%,3%,3%,2%,3%,2%,<1%,7%,2%,3%,2%,2%,1%,5%,3%,2%,5%,<1%,3%,6%,2%,3%,2%,4%,<1%,2%,4%,0%
How satisfied are you with the way things are going in your life these days?,NET Satisfied,58%,58%,57%,47%,51%,55%,73%,60%,58%,40%,50%,61%,51%,64%,47%,51%,58%,53%,60%,74%,47%,54%,52%,67%,59%,63%,25%,64%,69%,47%
How satisfied are you with the way things are going in your life these days?,NET Not satisfied,39%,38%,41%,50%,46%,42%,24%,38%,41%,53%,48%,35%,46%,33%,52%,45%,39%,45%,36%,26%,51%,41%,46%,30%,39%,33%,74%,35%,27%,53%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How often do you pay attention to what's going on in government and politics?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,How often do you pay attention to what's going on in government and politics?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,How often do you pay attention to what's going on in government and politics?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Always,31%,35%,27%,14%,24%,38%,40%,33%,25%,21%,38%,28%,39%,30%,36%,18%,34%,34%,33%,27%,25%,35%,32%,29%,31%,33%,25%,35%,35%,12%
How satisfied are you with the way things are going in your life these days?,Most of the time,36%,36%,38%,27%,40%,36%,41%,36%,32%,42%,34%,38%,33%,38%,37%,36%,24%,35%,37%,40%,40%,35%,36%,37%,41%,35%,21%,41%,37%,33%
How satisfied are you with the way things are going in your life these days?,About half of the time,15%,14%,15%,23%,19%,11%,9%,14%,12%,25%,14%,15%,14%,14%,14%,20%,15%,12%,10%,22%,25%,14%,12%,18%,15%,12%,27%,14%,12%,30%
How satisfied are you with the way things are going in your life these days?,Some of the time,12%,11%,13%,22%,11%,10%,8%,12%,19%,5%,10%,13%,8%,14%,13%,12%,22%,13%,13%,8%,6%,13%,12%,12%,11%,12%,13%,10%,10%,20%
How satisfied are you with the way things are going in your life these days?,Never,6%,5%,7%,14%,7%,5%,1%,4%,12%,7%,4%,6%,5%,4%,0%,14%,6%,6%,7%,3%,4%,3%,7%,4%,1%,8%,14%,<1%,6%,5%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<.5%,<.5%,0%,0%,0%,0%,<.5%,<.5%,0%,0%,<.5%,0%,<.5%,0%,0%,0%,0%,0%,0%,<.5%,0%,0%,<.5%,0%,0%,<.5%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Do you approve or disapprove of the way Joe Biden is handling his job as president?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Do you approve or disapprove of the way Joe Biden is handling his job as president?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Do you approve or disapprove of the way Joe Biden is handling his job as president?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Strongly approve,16%,13%,18%,2%,7%,14%,35%,16%,16%,15%,16%,15%,16%,16%,15%,15%,26%,13%,22%,11%,10%,24%,16%,12%,37%,<1%,0%,43%,0%,0%
How satisfied are you with the way things are going in your life these days?,Somewhat approve,22%,18%,25%,23%,30%,18%,17%,17%,39%,34%,31%,18%,28%,12%,45%,34%,39%,20%,19%,22%,26%,36%,23%,17%,46%,5%,9%,45%,4%,17%
How satisfied are you with the way things are going in your life these days?,Somewhat disapprove,14%,14%,15%,34%,10%,15%,6%,13%,18%,17%,15%,14%,13%,13%,16%,18%,10%,15%,15%,8%,21%,9%,17%,13%,14%,11%,33%,10%,7%,40%
How satisfied are you with the way things are going in your life these days?,Strongly disapprove,45%,53%,38%,38%,49%,49%,41%,51%,22%,33%,35%,51%,39%,57%,21%,30%,22%,48%,42%,56%,44%,27%,41%,56%,1%,83%,39%,<1%,89%,35%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,3%,2%,4%,3%,4%,3%,<1%,2%,5%,<.5%,4%,2%,4%,2%,3%,3%,2%,3%,3%,3%,0%,3%,3%,2%,2%,<.5%,18%,1%,0%,7%
How satisfied are you with the way things are going in your life these days?,NET Approve,38%,31%,43%,25%,37%,32%,53%,34%,55%,49%,46%,33%,44%,28%,60%,49%,66%,33%,41%,33%,35%,61%,39%,29%,83%,5%,9%,88%,4%,17%
How satisfied are you with the way things are going in your life these days?,NET Disapprove,59%,67%,53%,72%,59%,65%,46%,64%,40%,50%,50%,64%,52%,70%,37%,48%,32%,63%,56%,64%,65%,36%,58%,69%,15%,95%,73%,11%,96%,76%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following.","Tell me whether you have a very favorable, somewhat favorable, somewhat unfavorable or very unfavorable opinion of each of the following."
How satisfied are you with the way things are going in your life these days?,Donald Trump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Donald Trump,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Donald Trump,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Very favorable,27%,30%,26%,16%,32%,28%,30%,29%,15%,27%,17%,33%,18%,35%,8%,26%,9%,27%,28%,43%,18%,14%,24%,36%,0%,55%,4%,0%,66%,3%
How satisfied are you with the way things are going in your life these days?,Somewhat favorable,16%,23%,9%,27%,16%,16%,9%,19%,12%,4%,9%,20%,10%,24%,3%,10%,18%,15%,15%,18%,18%,15%,13%,20%,2%,29%,12%,1%,27%,20%
How satisfied are you with the way things are going in your life these days?,Somewhat unfavorable,11%,12%,9%,21%,6%,11%,10%,10%,14%,14%,10%,11%,12%,8%,2%,19%,12%,13%,7%,7%,16%,6%,11%,11%,6%,12%,23%,3%,6%,40%
How satisfied are you with the way things are going in your life these days?,Very unfavorable,44%,34%,54%,36%,43%,44%,50%,42%,52%,55%,64%,35%,58%,33%,87%,40%,55%,44%,49%,32%,45%,59%,50%,32%,90%,4%,52%,93%,1%,38%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,2%,<1%,2%,<.5%,3%,1%,1%,<1%,6%,0%,1%,2%,2%,<.5%,0%,5%,5%,2%,<1%,0%,2%,5%,1%,<.5%,1%,<.5%,9%,2%,0%,0%
How satisfied are you with the way things are going in your life these days?,NET Favorable,43%,53%,34%,43%,49%,44%,39%,48%,27%,31%,25%,53%,28%,58%,11%,36%,27%,41%,43%,61%,37%,29%,37%,56%,2%,83%,17%,1%,93%,23%
How satisfied are you with the way things are going in your life these days?,NET Unfavorable,55%,46%,63%,57%,48%,55%,59%,51%,67%,69%,74%,46%,70%,41%,89%,59%,67%,57%,56%,39%,61%,66%,61%,43%,97%,16%,74%,97%,7%,77%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Joe Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Joe Biden,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Joe Biden,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Very favorable,17%,14%,20%,2%,10%,20%,32%,18%,19%,17%,21%,15%,20%,16%,27%,14%,20%,16%,21%,15%,14%,22%,18%,15%,41%,<.5%,<1%,48%,<1%,0%
How satisfied are you with the way things are going in your life these days?,Somewhat favorable,23%,19%,26%,27%,26%,15%,23%,17%,43%,32%,29%,19%,26%,13%,44%,36%,50%,20%,23%,17%,22%,42%,24%,15%,48%,5%,4%,46%,4%,25%
How satisfied are you with the way things are going in your life these days?,Somewhat unfavorable,13%,15%,11%,33%,10%,12%,4%,11%,17%,17%,14%,12%,14%,10%,13%,19%,6%,16%,7%,15%,20%,6%,14%,13%,8%,13%,35%,5%,8%,34%
How satisfied are you with the way things are going in your life these days?,Very unfavorable,46%,52%,41%,37%,51%,50%,42%,52%,18%,33%,35%,51%,39%,59%,17%,29%,22%,47%,47%,53%,44%,28%,42%,56%,3%,82%,49%,1%,88%,41%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,1%,1%,1%,<.5%,3%,2%,0%,1%,2%,0%,<1%,1%,1%,1%,0%,2%,3%,2%,2%,0%,0%,1%,2%,<.5%,<.5%,<.5%,11%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,NET Favorable,40%,33%,46%,30%,36%,35%,55%,35%,62%,49%,50%,35%,46%,30%,71%,50%,69%,35%,45%,32%,36%,65%,42%,30%,89%,5%,5%,94%,5%,25%
How satisfied are you with the way things are going in your life these days?,NET Unfavorable,59%,66%,52%,70%,61%,63%,45%,64%,35%,51%,49%,64%,53%,69%,29%,48%,28%,63%,53%,68%,64%,34%,57%,69%,11%,95%,84%,6%,95%,75%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Robert F. Kennedy Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Robert F. Kennedy Jr.,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
How satisfied are you with the way things are going in your life these days?,Robert F. Kennedy Jr.,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Black,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Detroit,Detroit Metro,East,North,West,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy
How satisfied are you with the way things are going in your life these days?,Very favorable,5%,5%,5%,8%,8%,5%,1%,5%,7%,0%,4%,5%,4%,6%,1%,5%,4%,8%,3%,4%,3%,5%,6%,4%,<1%,8%,8%,<.5%,4%,27%
How satisfied are you with the way things are going in your life these days?,Somewhat favorable,33%,37%,29%,31%,31%,36%,31%,34%,24%,32%,30%,34%,31%,36%,25%,29%,18%,36%,34%,38%,22%,25%,30%,38%,20%,39%,56%,13%,40%,68%
How satisfied are you with the way things are going in your life these days?,Somewhat unfavorable,19%,19%,19%,24%,16%,14%,25%,18%,16%,24%,20%,19%,19%,18%,26%,18%,18%,21%,18%,15%,20%,13%,21%,18%,22%,18%,11%,24%,19%,5%
How satisfied are you with the way things are going in your life these days?,Very unfavorable,20%,20%,20%,10%,17%,18%,31%,21%,19%,16%,27%,16%,28%,18%,28%,13%,25%,18%,19%,20%,24%,22%,20%,19%,35%,9%,6%,39%,10%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of,10%,6%,14%,16%,11%,11%,3%,9%,16%,10%,8%,10%,8%,9%,11%,14%,6%,8%,11%,12%,12%,9%,12%,8%,8%,12%,12%,8%,11%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,14%,13%,14%,11%,17%,16%,9%,12%,18%,17%,10%,15%,11%,13%,9%,21%,30%,9%,14%,10%,20%,27%,11%,12%,15%,13%,7%,16%,14%,0%
How satisfied are you with the way things are going in your life these days?,NET Favorable,38%,42%,34%,39%,38%,40%,32%,40%,31%,32%,34%,39%,35%,42%,26%,34%,22%,44%,37%,43%,24%,29%,36%,42%,21%,47%,64%,13%,45%,95%
How satisfied are you with the way things are going in your life these days?,NET Unfavorable,39%,39%,39%,34%,33%,32%,55%,39%,35%,40%,47%,35%,47%,36%,54%,31%,42%,40%,37%,35%,44%,34%,41%,38%,57%,28%,17%,63%,29%,5%
How satisfied are you with the way things are going in your life these days?,Number of respondents,520,282,235,73,147,162,121,397,69,40,239,278,194,201,38,71,33,174,164,75,74,67,265,188,223,247,50,193,200,48
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,50%,49%,16%,24%,31%,25%,74%,12%,11%,31%,67%,24%,49%,7%,16%,6%,33%,32%,16%,14%,12%,50%,38%,42%,49%,9%,36%,40%,10%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Joe Rogan [roh-gun], the podcast host",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Joe Rogan [roh-gun], the podcast host",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties)
