ResponseId,Student,Q1,QNEW,Q2,Q3,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q6,Q7_x1,Q7_x4,Q7_x5,Q7_x6,Q7_x7,Q7_x8,Q7_x9,Q7_x10,Q7_x11,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q8_18,Q8_19,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q13,Q14,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q17,Q18,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q20_14,Q20_15,Q21_1,Q21_2,Q21_3,Q21_4,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_10_TEXT,Q29_1,Q29_2,Q29_3,Q29_4,Q30,Q31,Q32_1,Q32_2,Q32_3,Q32_4,Q34,Q35,Q36,Q37,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,QPID100,Q260,Q270,R01,R02,R03_1,R03_2,R03_3,R03_4,R03_5,R03_6,R03_7,R03_8,R03_9,R03_10,R04,xacslang,xhhno,xhispan,xppracem,xspanish,xurbanicity,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,ppemploy,ppt18ov,ppkid017,PPREG9,weight
R_7HhKGzxuddJEEko,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,3,2,3,4,2,2,2,1, , , , , , , ,3,3,3,1,2,7,1,4,2,1, ,1,1,2, ,1, ,3,1,3,2,2,2,2,2,2,1, ,2, ,2,2,2,2,4, , ,2,2,2,1, , ,1,2,2, , ,1,1,3,1,1,3,2,2, ,1, ,1,1,0,0,0,1,1,0,0,1, ,1, , , ,1, , ,2,1,2,1,2,3,2,1,1,3,0,0,0,1,0,1,1,1,0,0,0,-1,3,3,4,4,1, ,1,1,1,2,3,3,2,2,1,3,1,2,2,3,2,1,0, , , , , , , , , , , , ,2,711132,2,1,1,3,19,3,3,4,2,4,3,3,5,1,4,2,93,3,3,1,9,1.0838
R_7mOwGnt85zDV6RV,1,1,-1,2,4,1,3,2,1,2,1,2,1,1,1,4,3,2,4,3,3,3,3,4,3,4,6,5,3,4,3,6,6,6,2, , , , , , , , ,4,2,1, ,1,2,1, ,1, ,2,2,2,1,3,1,2,4,1,3, ,3,2, ,1,2,5,2,2, , , , ,2,2,1,2,2,2,1, , ,4,4,1,4,2,1,2, ,1, ,1,0,0,0,0,0,0,0, ,2, ,2,2,2, ,2,2, , , ,3,3,4,4,3,4,2,1,0,0,0,0,0,1,1,1,0,0,-1,4,2,2,1,1, ,2,2,2,2,1,1,2,1,4,4,4,2,2,3,2,2,2, ,1,1, , , , , , , , ,-1,5,712515,1,1,1,1,23,4,4,1,1,4,1,3,5,1,3,1,57,3,4,0,5,1.7884
R_2TGcLnXsIGOGtWY, ,1,2,1,1,2,1,2,2,2,4,1,2,2,2,3,3,2,2,2,2,2,3,4,6,6,3,3,6,2,3,3,4,5,6, , , , , , , , ,3,1,3, ,1,2,1, ,1, ,3,2,1,1,2,2,2,2,2,1, ,2,1, ,3,3,3,1,2, , , , ,2,2,1,2,2,2,3, , ,4,1,3,2,2,1,2, ,1, ,1,1,0,0,0,1,0,0, ,1, ,2,2,2, ,2,2, , , ,2,2,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1, ,3,3,3,3,1, ,2,2,2,2,1,2,2,1,2,3,2,2,2,3,13,6,2, ,1,1, , , , , , , , ,1,5,712640,1,1,1,3,20,3,3,1,1,4,1,7,5,1,3,1,74,3,4,0,7,1.049
R_3FSa8yErf5B0mze, ,3,2,1,1,2,2,4,2,3,3,2,1,3,2,2,2,3,2,2,3,3,3,3,6,6,5,5, , , , , , , ,3,7,5,3,3,7,1,1,3,2, ,2,1,2, ,2, ,3,3,2,1,1,2,1,2,1,2, ,1, ,2,3,1,3,2, , ,2,3,1,2, , ,1,3,3, , ,1,1,3,1,3,2,2,1, ,1, ,1,0,0,0,0,0,0,0,1,1, ,1, , , ,2, , ,2,2,2,2,2,3,3,2,3,2,0,1,0,0,0,0,1,1,1,0,0, ,2,3,3,2,3, ,2,2,2,2,1,1,2,1,3,3,3,3,3,6,13,6,1,1, , , , , , , , , , ,1,5,712761,1,1,1,2,18,2,2,1,2,4,1,6,5,0,2,1,41,2,2,2,4,0.4613
R_23VsC6sJUmGvBWr, ,3,2,1,3,1,3,3,2,2,1,1,3,1,1,2,2,2,1,2,2,1,4,2,7,7,7,7,7,7,7,7,7,7,7, , , , , , , , ,4,2,4, ,3,4,2, ,4, ,1,1,1,1,2,2,2,1,1,1, ,1,3, ,5,1,5,1,1, , , , ,1,1,1,1,1,1,1, , ,3,1,3,3,2,1,2, ,2, ,1,0,0,0,0,0,0,0, ,1, ,2,2,1, ,-1,2, , , ,4,4,4,4,4,4,4,0,0,0,0,0,1,1,0,1,0,0, ,2,2,2,2,3, ,2,2,2,2,3,3,3,2,5,5,5,5,5,3,1,5,1,1, , , , , , , , , , ,1,5,714257,1,1,1,3,20,3,3,1,1,4,1,6,1,1,1,1,21,1,4,0,2,0.2703
R_1xmFQb9NHq1ZaBX, ,2,2,1,2,3,3,1,2,1,1,1,1,1,2,4,3,4,2,3,4,3,2,4,4,5,7,7,1,6,1,4,5,4,1, , , , , , , , ,4,1,1, ,1,2,2, ,2, ,2,2,2,1,2,1,1,3,1,2, ,3,2, ,1,2,1,2,2, , , , ,2,2,2,2,2,2,2, , ,4,1,2,4,1,1,2, ,1, ,0,0,0,0,0,0,1,0, ,1, ,2,2,1, ,2,2, , , ,4,4,2,4,1,3,1,1,1,1,1,1,1,1,1,1,0,0, ,4,1,1,1,2,1,2,2,2,2,2,1,1,2,4,3,4,4,4,1,13,6,2, ,3,1, , , , , , , , ,1,5,715320,1,1,1,3,21,3,3,1,2,4,1,7,5,1,1,1,23,2,4,0,2,0.7488
R_5HZfHdrOYA0vD9L, ,1,2,2,4,1,2,1,1,1,1,1,2,2,1,3,2,3,3,4,3,3,3,3,3,3,7,7, , , , , , , ,7,3,6,2,6,3,4,7,4,2, ,1,1,1, ,1, ,4,3,2,2,2,2,1,1,3,1, ,1, ,4,1,1,2,1, , ,2,2,2,2, , ,1,2,2, , ,2,1,2,1,2,4,1,1, ,1, ,1,0,0,0,0,0,0,0,1,2, ,1, , , ,2, , ,2,2,2,2,2,2,3,2,3,2,0,0,1,1,0,0,1,0,1,0,0, ,1,1,1,2,3, ,2,2,2,2,1,2,3,1,4,3,4,3,3,6,2,1,2, ,1,3, , , , , , , , ,1,5,715418,1,1,1,3,19,3,3,1,2,6,1,4,5,1,3,1,56,1,4,2,5,1.0533
R_3PzAAfKX1zJJMjp,3,1,2,1,1,2,2,2,2,2,2,2,3,2,2,1,-1,2,2,2,2,2,2,2,5,4,4,4,5,1,3,3,3,3,5, , , , , , , , ,3,-1,2, ,2,2,2, ,2, ,2,2,3,1,2,1,2,4,4,4, ,4,4, ,3,-1,-1,3,2, , , , ,3,3,3,3,3,3,3, , ,2,2,2,2,2,2,2, ,2, ,-1,-1,-1,-1,-1,-1,-1,-1, ,2, ,2,2,2, ,2,2, , , ,4,4,4,4,2,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,4,4,4,4,3, ,2,2,2,2,3,3,3,2,5,5,5,5,5,1,1,3,3, ,3,1,1, , , , , , , ,1,5,717192,1,1,1,3,20,2,2,1,1,5,1,3,5,1,1,3,21,3,5,0,2,1.4923
R_23OGjdit7nCcYdb, ,1,2,1,3,5,1,1,1,1,5,1,1,2,1,2,2,2,2,2,1,3,2,2,7,7,6,6, , , , , , , ,4,7,7,4,4,7,7,3,4,2, ,2,1,2, ,2, ,3,1,2,2,1,2,2,2,1,2, ,1, ,2,2,2,2,5, , ,2,2,3,3, , ,2,3,2, , ,1,1,2,1,2,4,2,2, ,1, ,1,1,0,0,0,0,1,0,0,1, ,1, , , ,1, , ,2,2,2,1,1,1,1,1,2,2,1,0,0,0,0,1,0,0,0,0,0, ,2,1,2,2,3, ,2,2,2,2,1,2,2,2,2,3,2,2,2,2,13,6,1,1, , , , , , , , , , ,1,5,718378,3,1,1,3,22,3,3,4,2,4,1,6,5,1,3,1,74,2,4,0,7,0.3189
R_2QlwIkNCq9ZWjLJ, ,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,3,2,4,2,2,4,4,3,6,7,4,4, , , , , , , ,6,7,6,5,4,3,6,6,4,2, ,2,1,2, ,2, ,2,3,2,2,1,2,1,2,1,1, ,1, ,1,1,1,2,4, , ,2,2,2,1, , ,2,2,2, , ,1,1,4,1,3,3,2,2, ,2, ,2,1,0,0,0,0,1,0,0,1, ,1, , , ,2, , ,2,2,2,2,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1, ,2,3,3,1,1, ,2,2,2,2,1,1,2,1,3,4,3,2,2,2,13,6,2, ,1,1, , , , , , , , ,1,5,719042,1,1,1,3,20,3,3,1,1,5,1,7,5,1,4,1,86,3,3,2,8,1.736
R_5f0NC1r8u3cDAEG, ,1,1,2,4,3,3,3,2,2,2,1,2,2,1,2,2,3,1,2,2,2,2,3,3,6,3,6,4,4,3,2,1,1,3, , , , , , , , ,2,1,2, ,4,2,2, ,3, ,3,2,3,1,2,1,2,2,4,3, ,1,4, ,2,2,4,1,2, , , , ,1,2,2,2,2,2,3, , ,1,2,3,3,1,2,2, ,2, ,0,1,0,0,0,0,0,0, ,2, ,2,2,2, ,1,2, , , ,2,2,2,3,2,2,2,1,0,0,0,0,0,0,1,0,0,0, ,3,2,3,3,1, ,1,2,2,2,2,1,1,1,2,3,3,2,2,1,2,5,1,1, , , , , , , , , , ,1,5,719058,1,1,1,1,24,3,3,1,1,3,1,4,5,1,4,1,93,2,3,0,9,0.4532
R_3fTZZnVtvp8IgnW, ,1,2,2,3,3,2,3,3,1,3,2,1,2,3,2,4,3,3,3,3,3,4,4,4,3,2,2, , , , , , , ,6,3,4,3,1,3,5,6,3,1, ,2,2,3, ,3, ,3,1,2,1,1,2,2,2,3,2, ,2, ,1,2,2,1,2, , ,1,2,2,1, , ,1,2,2, , ,1,1,4,1,4,2,2,2, ,2, ,2,0,0,0,0,0,0,0,1,1, ,1, , , ,2, , ,2,2,2,1,1,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0, ,4,2,2,2,1, ,2,2,1,2,2,2,2,1,3,4,4,2,2,3,2,3,2, ,1,1, , , , , , , , ,1,5,719160,1,1,1,2,21,4,4,3,2,3,3,4,5,0,3,2,56,1,3,0,5,1.0744
R_48MsDyteYlaFk2z, ,1,2,1,3,1,2,2,3,1,1,1,1,1,1,1,1,2,2,1,3,1,2,2,6,6,7,7,7,6,6,5,6,5,6, , , , , , , , ,2,1,3, ,2,2,2, ,3, ,1,2,2,1,2,2,2,2,2,2, ,2,2, ,1,2,3,1,2, , , , ,2,2,2,1,2,3,2, , ,4,3,3,5,1,1,1, ,2, ,0,1,0,0,0,0,0,0, ,1, ,2,1,1, ,2,2, , , ,1,1,2,1,1,1,2,0,0,1,1,0,0,1,0,0,0,0, ,3,2,2,2,3, ,2,2,2,2,2,1,2,1,3,3,3,2,2,3,13,4,1,1, , , , , , , , , , ,1,5,719400,1,4,1,1,23,4,4,3,1,4,1,7,5,1,4,1,93,1,4,0,9,1.0353
R_2ilLXpP7OrNRDvl, ,1,1,1,2,1,1,1,1,1,4,1,3,1,1,1,2,2,3,1,3,2,2,3,3,5,3,4,5,1,1,4,2,2,7, , , , , , , , ,2,1,1, ,1,2,2, ,4, ,1,2,1,1,2,2,2,2,2,1, ,3,1, ,2,2,4,1,2, , , , ,2,2,1,3,3,3,2, , ,3,1,3,2,2,1,2, ,1, ,1,0,0,1,0,1,0,0, ,1, ,2,2,2, ,1,1, , , ,4,3,2,2,3,2,1,0,1,1,1,0,0,0,0,0,0,0, ,1,1,2,3,1, ,2,2,2,2,1,1,3,1,4,3,4,2,2,1,1,4,2, ,1,3, , , , , , , , ,1,2,719725,2,1,1,3,19,3,3,4,2,3,1,6,5,1,4,1,93,2,3,0,9,0.2697
R_5hxPQxIflXt9oSB, ,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,4,4,1,1,7,7,1,6,1,7,6,6,1, , , , , , , , ,4,2,1, ,1,1,2, ,2, ,1,2,2,2,2,1,1,2,1,5, ,5,5, ,1,2,1,2,1, , , , ,2,2,1,2,2,2,2, , ,4,1,4,4,1,1,2, ,1, ,1,1,0,0,0,1,0,0, ,1, ,2,2,1, ,2,2, , , ,4,4,4,4,2,4,1,1,1,1,1,1,1,1,1,1,0,0, ,1,2,2,3,3, ,2,2,2,2,2,2,2,1,4,4,4,2,2,1,1,2,3, ,1,1,1, , , , , , , ,1,2,722139,2,1,1,2,22,3,3,4,2,5,1,3,5,1,4,1,93,2,4,1,9,1.0498
R_76eFEJ9PRUJ2duX, ,2,1,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,6,5,4, , , , , , , ,5,5,6,5,6,5,6,5,2,2, ,2,2,2, ,2, ,2,1,1,1,1,1,1,1,3,3, ,3, ,3,3,1,2,2, , ,2,2,2,1, , ,1,2,2, , ,2,1,2,1,2,2,1,1, ,1, ,1,0,1,1,0,1,0,0,0,2, ,1, , , ,2, , ,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,0,0, ,2,2,2,2,1, ,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2, ,1,1, , , , , , , , ,1,2,725820,2,1,1,1,19,2,2,4,1,5,3,3,5,1,3,2,74,2,3,2,7,1.0329
R_70t1X81y6a9Cdnr,3,1,1,1,3,1,1,1,2,2,4,1,1,2,1,2,2,2,3,2,1,2,3,2,5,5,5,5, , , , , , , ,3,5,5,3,3,5,4,3,3,1, ,1,2,3, ,2, ,3,1,1,1,1,1,2,2,1,1, ,1, ,1,1,3,1,4, , ,2,2,2,2, , ,2,2,2, , ,2,2,4,1,3,3,2,2, ,2, ,2,0,1,0,0,0,0,1,0,2, ,1, , , ,2, , ,2,2,1,2,2,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,1, ,2,2,2,2,1, ,1,2,2,2,1,1,1,1,3,3,3,3,3,2,13,6,1,1, , , , , , , , , , ,1,5,727166,1,4,1,2,20,3,3,3,1,5,1,5,5,0,1,1,21,2,4,1,2,0.5844
R_1tEGi5DpW8MBktu,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2,4,3,4,4,4,3,3,2,4,4,4,3,3,3,6,2,7,3,4,5, , , , , , , , ,1,1,1, ,3,2,2, ,1, ,3,3,3,3,3,1,2,4,4,3, ,2,2, ,3,1,1,2,2, , , , ,2,1,1,1,2,1,2, , ,3,5,3,1,1,1,1, ,2, ,0,0,0,0,0,0,0,1, ,2, ,2,2,2, ,2,2, , , ,3,4,1,2,4,2,1,0,0,0,0,0,0,1,0,0,0,0,-1,2,2,3,3,2,2,2,2,2,2,3,2,2,2,3,4,2,1,2,2,13,6,2, ,1,3, , , , , , , , ,1,1,727702,3,3,1,1,21,3,3,4,2,3,1,3,5,1,1,3,21,2,3,0,2,0.5403
R_3iywfrjkgEV1SAz,1,2,2,1,2,1,1,1,1,1,3,1,1,1,2,2,3,2,2,2,1,2,2,4,6,3,4,3, , , , , , , ,4,7,5,5,7,7,4,5,4,1, ,2,1,4, ,3, ,2,1,1,1,1,2,2,2,2,2, ,1, ,2,2,2,1,3, , ,1,2,2,2, , ,1,2,2, , ,1,1,3,2,3,3,2,2, ,1, ,1,1,0,0,0,0,0,0,0,1, ,1, , , ,1, , ,2,2,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,2,3,2,4,2,1,2,2,2,2,1,2,1,1,3,4,3,3,2,3,2,4,1,1, , , , , , , , , , ,1,5,728201,1,1,1,3,24,4,4,1,2,2,3,2,5,1,1,2,21,2,2,0,2,1.0921
R_339fLr9cvmr8kiv, ,1,1,1,3,2,2,1,2,2,2,2,1,1,3,3,3,3,3,4,4,3,4,4,2,3,4,4, , , , , , , ,1,7,2,3,1,5,1,1,4,1, ,3,2,2, ,3, ,1,1,1,1,1,1,2,2,2,2, ,2, ,2,2,2,2,2, , ,1,2,2,3, , ,1,1,3, , ,1,1,2,1,3,3,1,1, ,1, ,1,1,0,0,0,0,1,1,0,1, ,1, , , ,1, , ,2,2,2,2,3,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1, ,3,3,3,3,3, ,2,2,2,2,1,1,2,2,3,3,2,2,3,6,13,4,1,1, , , , , , , , , , ,1,5,729386,1,2,1,1,19,2,2,2,1,4,3,3,2,1,3,2,59,1,4,0,5,0.7186
R_4aEVj1tLR11T1Pv,1,1,2,1,3,5,3,3,4,2,4,5,4,5,3,2,2,2,3,3,2,4,3,2,4,3,6,6, , , , , , , ,2,4,4,5,5,5,6,3,3,2,2,4,3,4,3,2,2,2,1,2,1,2,3,1,1,2,3, ,2, ,3,3,2,2,2, , ,3,2,3,2, , ,3,2,1, , ,2,2,3,3,1,4,2,2,1,2,2,1,0,0,0,0,1,1,0,0,2,2,1,1,1,2,2,1,2,1,1,1,3,1,2,2,3,3,3,0,0,0,0,1,0,1,0,1,0,0,-1,3,3,2,3,1, ,2,2,2,1,2,2,2,2,3,1,1,5,2,3,1,3,-1, , , , , , , , , , , , ,2,729605,2,1,1,3,22,4,5,4,1,4,1,7,1,1,2,1,33,1,2,2,3,1.8553
R_5f0wXkupZv5bdz0, ,1,-1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , ,2,2,2, ,2,2,2, ,2, ,3,3,3,3,3,1,1,2,2,2, ,2,2, ,3,2,3,3,3, , , , ,3,3,3,3,3,3,3, , ,5,5,5,5,1,1,1, ,1, ,0,0,0,0,0,0,0,1, ,1, ,2,1,1, ,2,2, , , ,3,3,2,3,2,3,3,0,0,0,0,0,0,0,0,0,0,1, ,1,1,2,1,3, ,2,2,1,2,3,3,3,2,5,5,5,5,5,6,11,5,1,1, , , , , , , , , , ,1,1,729661,2,1,1,1,19,2,2,4,2,3,2,6,5,1,2,1,33,3,3,0,3,0.3671
R_7k1GR17KjSBNv5R, ,3,2,1,1,1,2,1,1,1,1,1,1,1,2,3,2,2,3,3,2,2,3,4,3,3,3,4,2,3,3,4,3,3,3, , , , , , , , ,3,1,2, ,1,1,2, ,2, ,2,2,3,3,2,2,2,2,2,1, ,2,2, ,5,2,-1,1,2, , , , ,2,2,2,2,3,2,2, , ,3,2,2,2,1,1,2, ,1, ,0,0,0,0,0,0,0,1, ,1, ,2,2,2, ,-1,2, , , ,2,2,2,2,2,2,2,0,0,1,0,0,0,1,1,0,0,0, ,2,4,2,2,3, ,2,2,2,2,2,2,2,1,3,3,3,1,1,3,4,2,1,1, , , , , , , , , , ,1,5,729775,1,1,1,2,19,3,3,1,2,5,1,6,5,1,3,1,57,2,4,1,5,0.5362
R_3VDTJ2vlut70Dkg, ,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,6,7,7,6, , , , , , , ,2,7,6,2,2,5,5,2,3,1, ,1,1,3, ,3, ,3,1,3,1,1,2,2,2,1,1, ,1, ,1,1,2,1,4, , ,2,2,2,1, , ,1,2,2, , ,1,1,2,1,2,5,1,2, ,1, ,1,1,0,0,0,0,0,0,0,1, ,2, , , ,2, , ,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1, ,2,2,2,2,3, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,1,1, , , , , , , , , , ,1,2,731339,5,1,1,3,18,2,2,4,1,6,1,6,5,1,4,1,93,2,6,0,9,0.7133
R_6hb9f5zey7asUn6, ,3,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,3,4,4,3,3,3,5,3,1,2,2,4,3,6,6,3,1, , , , , , , , ,4,1,2, ,2,2,2, ,3, ,3,2,1,3,3,1,2,1,1,1, ,2,2, ,2,2,2,1,3, , , , ,2,2,1,1,3,1,2, , ,4,1,4,3,1,2,2, ,2, ,0,0,0,0,0,0,0,1, ,1, ,2,1,1, ,1,1, , , ,2,2,1,1,1,3,3,0,0,1,1,0,1,0,0,1,0,0, ,2,1,2,3,3, ,2,2,1,2,1,1,3,2,2,2,3,2,2,1,2,3,5, ,1,3,3,3,3, , , , , ,1,5,733036,1,1,1,3,20,3,3,1,2,5,1,5,5,1,3,1,62,3,4,1,6,1.0935
R_5fR8kAVQBGl875v,1,1,2,1,2,3,3,4,4,3,5,3,3,2,1,3,2,2,2,2,2,2,2,3,6,5,4,4,7,3,4,3,3,4,7, , , , , , , , ,3,1,3, ,2,3,1, ,1, ,1,3,3,1,3,2,2,2,3,1, ,2,1, ,5,1,4,1,2, , , , ,2,2,1,2,2,2,1, , ,3,1,3,3,1,1,2, ,1, ,1,0,0,0,0,1,0,0, ,1, ,2,2,2, ,2,2, , , ,1,1,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1,-1,2,4,3,2,3, ,2,2,2,2,2,2,2,1,2,2,3,1,1,2,13,6,1,1, , , , , , , , , , ,1,5,174704,1,1,1,3,20,3,3,1,2,3,1,3,5,0,2,1,42,2,2,1,4,0.8021
R_74hHy1wbnYmMG4J, ,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,3,4,2,3,3,1,6,5,5, , , , , , , ,3,1,5,4,4,4,4,4,4,1, ,2,1,1, ,1, ,3,1,2,2,2,2,1,1,2,2, ,2, ,2,2,1,2,5, , ,2,2,2,1, , ,1,2,2, , ,2,1,4,1,4,4,1,1, ,1, ,1,1,0,0,0,0,0,0,0,1, ,1, , , ,1, , ,2,2,2,4,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,0,0, ,1,1,2,2,3, ,2,2,2,2,1,1,2,1,4,4,3,3,3,3,2,6,1,1, , , , , , , , , , ,1,5,745985,1,1,1,3,18,3,3,1,2,3,1,6,5,1,4,2,86,2,2,1,8,0.3844
R_3ylWL5s3PJeebvP, ,1,1,1,3,2,2,2,2,2,1,2,2,2,2,2,2,3,2,3,3,2,2,3,5,4,4,4, , , , , , , ,4,4,4,4,4,4,4,4,4,1, ,2,1,2, ,1, ,4,3,2,2,1,2,2,2,3,3, ,3, ,3,2,2,3,5, , ,3,2,2,1, , ,1,3,3, , ,1,1,2,2,4,2,1,1, ,2, ,1,0,0,0,0,0,0,0,1,2, ,2, , , ,2, , ,2,2,2,1,1,1,1,1,1,2,0,0,1,1,0,0,1,0,0,0,0, ,3,3,2,2,3, ,2,2,1,2,1,2,2,1,3,3,3,2,2,1,2,2,1,1, , , , , , , , , , ,1,5,746166,1,1,1,2,19,2,2,1,1,4,1,6,5,0,1,1,11,2,3,1,1,0.8283
R_71gBCJ2Xq7PD5qC, ,1,2,1,2,3,3,3,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,5,5,4,7,5,2,5,4,5,5,5, , , , , , , , ,4,1,2, ,2,2,2, ,2, ,1,2,3,1,2,1,2,2,3,3, ,3,3, ,3,1,2,2,1, , , , ,1,1,2,1,1,1,2, , ,1,3,2,3,1,1,1, ,1, ,1,0,0,0,0,0,0,0, ,1, ,2,2,2, ,2,2, , , ,1,1,1,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0, ,2,2,2,3,3, ,2,1,2,1,1,2,2,2,2,1,1,1,2,1,11,5,2, ,1,1, , , , , , , , ,1,5,749847,1,1,1,3,20,3,3,1,2,7,1,6,5,1,3,1,57,2,4,3,5,0.7666
R_58QX7mFevW7GVZT,1,1,2,1,3,1,1,1,1,1,5,1,1,3,1,2,2,2,2,2,1,2,3,2,5,4,7,7,7,2,5,3,3,2,7, , , , , , , , ,4,1,4, ,2,3,2, ,2, ,1,1,1,1,2,2,2,1,2,2, ,1,1, ,4,3,3,1,2, , , , ,2,2,2,2,2,2,1, , ,3,1,4,4,2,2,2, ,2, ,0,0,0,0,0,1,0,0, ,1, ,2,2,2, ,2,2, , , ,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,-1,2,4,4,4,3, ,2,1,1,2,1,1,1,1,3,3,2,3,1,2,13,5,2, ,3,3, , , , , , , , , ,5,751104,1,1,1,3,23,4,4,1,2,2,1,3,5,1,3,2,59,1,2,0,5,1.3161
R_5rOQIhn4fe5K0bS, ,1,2,1,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,2,1,1,2,7,7,7,7,7,6,7,7,7,7,7, , , , , , , , ,2,1,3, ,1,3,2, ,3, ,2,3,2,2,2,1,2,1,1,1, ,2,1, ,3,1,3,2,2, , , , ,1,2,1,3,3,3,2, , ,2,1,2,2,1,1,1, ,2, ,0,0,0,0,0,0,0,1, ,1, ,2,2,2, ,2,2, , , ,2,2,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1, ,2,2,2,1,3, ,2,2,2,2,2,2,2,1,3,2,2,2,3,2,1,4,1,1, , , , , , , , , , ,1,2,752267,4,1,2,3,21,3,3,4,1,4,1,6,5,1,3,1,59,2,4,0,5,0.7487
R_7KoRnhQwTdJna9p,1,1,2,1,1,1,2,2,2,1,5,1,2,2,1,3,2,2,2,1,3,2,2,3,7,6,7,6,6,5,4,5,5,5,6, , , , , , , , ,3,2,3, ,1,1,2, ,3, ,1,2,3,1,2,1,2,1,2,1, ,2,2, ,2,1,2,1,1, , , , ,2,2,2,2,2,2,1, , ,4,1,2,3,1,1,1, ,2, ,0,1,0,0,0,0,0,0, ,1, ,2,2,2, ,2,2, , , ,2,2,1,2,1,2,2,0,0,1,1,0,1,0,0,0,0,0,-1,2,3,2,2,3, ,2,2,2,2,1,1,2,2,4,3,3,2,2,2,1,4,6, ,1,1,1,1,2,2, , , , ,1,5,162885,1,1,1,1,20,3,3,1,2,6,1,7,5,1,2,1,31,3,6,0,3,1.0088
R_2huznMVceNEs7ux, ,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,3,3,2,2,2,5,6,6,6, , , , , , , ,7,5,6,6,5,5,6,6,3,2, ,1,1,3, ,1, ,2,1,2,1,1,2,1,1,2,1, ,2, ,2,2,2,2,3, , ,2,2,2,1, , ,2,2,2, , ,2,2,2,2,2,3,1,1, ,1, ,1,0,1,0,0,0,1,0,0,1, ,2, , , ,2, , ,2,2,2,3,3,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1, ,3,3,3,3,3, ,2,2,2,2,2,2,2,2,4,3,3,2,2,6,1,4,1,1, , , , , , , , , , ,1,2,754003,2,1,2,1,19,2,2,4,1,5,1,6,5,1,3,1,74,3,3,2,7,0.4719
